<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Ukończ 50 zadań Anomalii.
<string>Ukończ 50 zadań Anomalii.
<string>Ukończ 100 zadań Anomalii.
<string>Ukończ 100 zadań Anomalii.
<string>Ukończ 100 zadań Anomalii.
<string>Ukończ 100 zadań Anomalii.
<string>Ukończ 100 zadań Anomalii.
<string>Ukończ 100 zadań Anomalii.
<string>Ukończ 100 zadań Anomalii.
<string>Ukończ 100 zadań Anomalii.
<string>Ukończ 100 zadań Anomalii.
<string>Ukończ 100 zadań Anomalii.
<string>Ukończ 25 zwiadów pomocniczych.
<string>Ukończ 25 zwiadów pomocniczych.
<string>Ukończ 25 zwiadów pomocniczych.
<string>Ukończ 25 zwiadów pomocniczych.
<string>Ukończ 25 zwiadów pomocniczych.
<string>Ukończ 25 zwiadów pomocniczych.
<string>Ukończ 25 zwiadów pomocniczych.
<string>Ukończ 25 zwiadów pomocniczych.
<string>Ukończ 25 zwiadów pomocniczych.
<string>Ukończ 25 zwiadów pomocniczych.
<string>Ukończ 50 zwiadów pomocniczych.
<string>Ukończ 50 zwiadów pomocniczych.
<string>Ukończ 50 zwiadów pomocniczych.
<string>Ukończ 50 zwiadów pomocniczych.
<string>Ukończ 50 zwiadów pomocniczych.
<string>Ukończ 50 zwiadów pomocniczych.
<string>Ukończ 50 zwiadów pomocniczych.
<string>Ukończ 50 zwiadów pomocniczych.
<string>Ukończ 50 zwiadów pomocniczych.
<string>Ukończ 50 zwiadów pomocniczych.
<string>Ukończono 5 zadań zwolenników<lf>z Panią Fiorayne.
<string>Ukończono 15 zadań zwolenników<lf>z Panią Fiorayne.
<string>Ukończono 5 zadań zwolenników<lf>z Admirałem Galleusem.
<string>Ukończono 15 zadań zwolenników<lf>z Admirałem Galleusem.
<string>Ukończono 5 zadań zwolenników<lf>z Panią Luchiką.
<string>Ukończono 15 zadań zwolenników<lf>z Panią Luchiką.
<string>Ukończono 5 zadań zwolenników<lf>z Mistrzem Arlowem.
<string>Ukończono 15 zadań zwolenników<lf>z Mistrzem Arlowem.
<string>Ukończono 5 zadań zwolenników<lf>z Sir Jaem.
<string>Ukończono 15 zadań zwolenników<lf>z Sir Jaem.
<string>Ukończono 5 zadań zwolenników<lf>ze Starszym Fugenem.
<string>Ukończono 15 zadań zwolenników<lf>ze Starszym Fugenem.
<string>Ukończono 5 zadań zwolenników<lf>z szefową zadań Hinoą.
<string>Ukończono 15 zadań zwolenników<lf>z szefową zadań Hinoą.
<string>Ukończono 5 zadań zwolenników<lf>z szefową Centrum Minoto.
<string>Ukończono 15 zadań zwolenników<lf>z szefową Centrum Minoto.
<string>Ukończono 5 zadań zwolenników<lf>z Mistrzem Utsushim.
<string>Ukończono 15 zadań zwolenników<lf>z Mistrzem Utsushim.
<string>Ukończono 5 zadań zwolenników<lf>z Panią Rondine.
<string>Ukończono 15 zadań zwolenników<lf>z Panią Rondine.
<string>Ukończ prawie wszystkie<lf>zadania na Arenie.
<string>Ukończ prawie wszystkie<lf>zadania na Arenie.
<string>Ukończ prawie wszystkie<lf>zadania na Arenie.
<string>Ukończ prawie wszystkie<lf>zadania na Arenie.
<string>Ukończ prawie wszystkie<lf>zadania na Arenie.
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>Upoluj 20 Daimyo Hermitaurów.
<string>Upoluj 30 Daimyo Hermitaurów.
<string>Upoluj 40 Daimyo Hermitaurów.
<string>Upoluj 50 Daimyo Hermitaurów.
<string>Upoluj 20 Szogunów Ceanataurów.
<string>Upoluj 30 Szogunów Ceanataurów.
<string>Upoluj 40 Szogunów Ceanataurów.
<string>Upoluj 50 Szogunów Ceanataurów.
<string>Upoluj 10 Wściekłych Rajangów.
<string>Upoluj 15 Wściekłych Rajangów.
<string>Upoluj 20 Wściekłych Rajangów.
<string>Upoluj 30 Wściekłych Rajangów.
<string>
<string>
<string>
<string>
<string>Upoluj 20 Gore Magal.
<string>Upoluj 30 Gore Magal.
<string>Upoluj 40 Gore Magal.
<string>Upoluj 50 Gore Magal.
<string>Zabij 10 Shagaru Magal.
<string>Zabij 15 Shagaru Magal.
<string>Zabij 20 Shagaru Magal.
<string>Zabij 30 Shagaru Magal.
<string>Upoluj 20 Seregiosów.
<string>Upoluj 30 Seregiosów.
<string>Upoluj 40 Seregiosów.
<string>Upoluj 50 Seregiosów.
<string>Upoluj 20 Astalosów.
<string>Upoluj 30 Astalosów.
<string>Upoluj 40 Astalosów.
<string>Upoluj 50 Astalosów.
<string>
<string>
<string>
<string>
<string>Upoluj Pogardzanego Magnamalo<lf>10 razy.
<string>Upoluj Pogardzanego Magnamalo<lf>15 razy.
<string>Upoluj Pogardzanego Magnamalo<lf>20 razy.
<string>Upoluj Pogardzanego Magnamalo<lf>30 razy.
<string>Upoluj 20 Krwistopomarańczowych<lf>Bishatenów.
<string>Upoluj 30 Krwistopomarańczowych<lf>Bishatenów.
<string>Upoluj 40 Krwistopomarańczowych<lf>Bishatenów.
<string>Upoluj 50 Krwistopomarańczowych<lf>Bishatenów.
<string>Upoluj 20 Aurora Somnacanthów.
<string>Upoluj 30 Aurora Somnacanthów.
<string>Upoluj 40 Aurora Somnacanthów.
<string>Upoluj 50 Aurora Somnacanthów.
<string>Upoluj 20 Pyre Rakna-Kadaki.
<string>Upoluj 30 Pyre Rakna-Kadaki.
<string>Upoluj 40 Pyre Rakna-Kadaki.
<string>Upoluj 50 Pyre Rakna-Kadaki.
<string>Upoluj 20 Magma Almudronów.
<string>Upoluj 30 Magma Almudronów.
<string>Upoluj 40 Magma Almudronów.
<string>Upoluj 50 Magma Almudronów.
<string>
<string>
<string>
<string>
<string>Zabij Malzeno 10 razy.
<string>Zabij Malzeno 15 razy.
<string>Zabij Malzeno 20 razy.
<string>Zabij Malzeno 30 razy.
<string>Upoluj 20 Lunagaronów.
<string>Upoluj 30 Lunagaronów.
<string>Upoluj 40 Lunagaronów.
<string>Upoluj 50 Lunagaronów.
<string>Upoluj 20 Garangolmów.
<string>Upoluj 30 Garangolmów.
<string>Upoluj 40 Garangolmów.
<string>Upoluj 50 Garangolmów.
<string>Zabij Gaismagorma 10 razy.
<string>Zabij Gaismagorma 15 razy.
<string>Zabij Gaismagorma 20 razy.
<string>Upoluj Gaismagorma 30 razy.
<string>Upoluj 20 Espinasów.
<string>Upoluj 30 Espinasów.
<string>Upoluj 40 Espinasów.
<string>Upoluj 50 Espinasów.
<string>
<string>
<string>
<string>
<string>Zabij 50 zarażonych potworów.
<string>Zabij 50 zarażonych potworów.
<string>Zabij 50 zarażonych potworów.
<string>Zabij 50 zarażonych potworów.
<string>Zabij 50 zarażonych potworów.
<string>Zabij 100 zarażonych potworów.
<string>Zabij 100 zarażonych potworów.
<string>Zabij 100 zarażonych potworów.
<string>Zabij 100 zarażonych potworów.
<string>Zabij 100 zarażonych potworów.
<string>Zabij 50 Starszych Smoków.
<string>Zabij 50 Starszych Smoków.
<string>Zabij 50 Starszych Smoków.
<string>Zabij 50 Starszych Smoków.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>Dostępne od początku.
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
<string>
