<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Cace 10 Shagaru Magalas.
<string>Cace 15 Shagaru Magalas.
<string>Cace 20 Shagaru Magalas.
<string>Cace 30 Shagaru Magalas.
<string>Cace 20 Seregios.
<string>Cace 30 Seregios.
<string>Cace 40 Seregios.
<string>Cace 50 Seregios.
<string>Cace 20 Astalos.
<string>Cace 30 Astalos.
<string>Cace 40 Astalos.
<string>Cace 50 Astalos.
<string>Cace 10 Mizutsunes Violeta.
<string>Cace 15 Mizutsunes Violeta.
<string>Cace 20 Mizutsunes Violeta.
<string>Cace 30 Mizutsunes Violeta.
<string>Cace o Magnamalo Desprezível 10 vezes.
<string>Cace o Magnamalo Desprezível 15 vezes.
<string>Cace o Magnamalo Desprezível 20 vezes.
<string>Cace o Magnamalo Desprezível 30 vezes.
<string>Cace 20 Bishatens Laranja.
<string>Cace 30 Bishatens Laranja.
<string>Cace 40 Bishatens Laranja.
<string>Cace 50 Bishatens Laranja.
<string>Cace 20 Aurora Somnacanths.
<string>Cace 30 Aurora Somnacanths.
<string>Cace 40 Aurora Somnacanths.
<string>Cace 50 Aurora Somnacanths.
<string>Cace 20 Rakna-Kadakis Píricos.
<string>Cace 30 Rakna-Kadakis Píricos.
<string>Cace 40 Rakna-Kadakis Píricos.
<string>Cace 50 Rakna-Kadakis Píricos.
<string>Cace 20 Almudrons de Magma.
<string>Cace 30 Almudrons de Magma.
<string>Cace 40 Almudrons de Magma.
<string>Cace 50 Almudrons de Magma.
<string>Cace 10 Bazelgeuses Vulcânicos.
<string>Cace 15 Bazelgeuses Vulcânicos.
<string>Cace 20 Bazelgeuses Vulcânicos.
<string>Cace 30 Bazelgeuses Vulcânicos.
<string>Cace o Malzeno 10 vezes.
<string>Cace o Malzeno 15 vezes.
<string>Cace o Malzeno 20 vezes.
<string>Cace o Malzeno 30 vezes.
<string>Cace 20 Lunagarons.
<string>Cace 30 Lunagarons.
<string>Cace 40 Lunagarons.
<string>Cace 50 Lunagarons.
<string>Cace 20 Garangolms.
<string>Cace 30 Garangolms.
<string>Cace 40 Garangolms.
<string>Cace 50 Garangolms.
<string>Cace o Gaismagorm 10 vezes.
<string>Cace o Gaismagorm 15 vezes.
<string>Cace o Gaismagorm 20 vezes.
<string>Cace o Gaismagorm 30 vezes.
<string>Cace 20 Espinas.
<string>Cace 30 Espinas.
<string>Cace 40 Espinas.
<string>Cace 50 Espinas.
<string>Cace 10 Espinas Flamejantes.
<string>Cace 15 Espinas Flamejantes.
<string>Cace 20 Espinas Flamejantes.
<string>Cace 30 Espinas Flamejantes.
<string>Mate 50 Monstros Afligidos.
<string>Mate 50 Monstros Afligidos.
<string>Mate 50 Monstros Afligidos.
<string>Mate 50 Monstros Afligidos.
<string>Mate 50 Monstros Afligidos.
<string>Mate 100 Monstros Afligidos.
<string>Mate 100 Monstros Afligidos.
<string>Mate 100 Monstros Afligidos.
<string>Mate 100 Monstros Afligidos.
<string>Mate 100 Monstros Afligidos.
<string>Cace 50 dragões anciões.
<string>Cace 50 dragões anciões.
<string>Cace 50 dragões anciões.
<string>Cace 50 dragões anciões.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Disponível desde o início.
<string>Conclua sua primeira<lf>Investigação de Anomalia.
<string>Conclua sua primeira<lf>Investigação de Anomalia.
<string>Conclua sua primeira<lf>Investigação de Anomalia.
<string>Conclua sua primeira<lf>Investigação de Anomalia.
<string>Conclua sua primeira<lf>Investigação de Anomalia.
<string>Conclua sua primeira<lf>Investigação de Anomalia.
<string>Conclua sua primeira<lf>Investigação de Anomalia.
<string>Conclua sua primeira<lf>Investigação de Anomalia.
<string>Conclua sua primeira<lf>Investigação de Anomalia.
<string>Conclua sua primeira<lf>Investigação de Anomalia.
<string>Conclua 20 Investigações<lf>de Anomalia.
<string>Conclua 20 Investigações<lf>de Anomalia.
<string>Conclua 20 Investigações<lf>de Anomalia.
<string>Conclua 20 Investigações<lf>de Anomalia.
<string>Conclua 20 Investigações<lf>de Anomalia.
<string>Conclua 20 Investigações<lf>de Anomalia.
<string>Conclua 20 Investigações<lf>de Anomalia.
<string>Conclua 20 Investigações<lf>de Anomalia.
<string>Conclua 20 Investigações<lf>de Anomalia.
<string>Conclua 20 Investigações<lf>de Anomalia.
<string>Conclua 50 Investigações<lf>de Anomalia.
<string>Conclua 50 Investigações<lf>de Anomalia.
<string>Conclua 50 Investigações<lf>de Anomalia.
<string>Conclua 50 Investigações<lf>de Anomalia.
<string>Conclua 50 Investigações<lf>de Anomalia.
<string>Conclua 50 Investigações<lf>de Anomalia.
<string>Conclua 50 Investigações<lf>de Anomalia.
<string>Conclua 50 Investigações<lf>de Anomalia.
<string>Conclua 50 Investigações<lf>de Anomalia.
<string>Conclua 50 Investigações<lf>de Anomalia.
<string>Conclua 100 Investigações<lf>de Anomalia.
<string>Conclua 100 Investigações<lf>de Anomalia.
<string>Conclua 100 Investigações<lf>de Anomalia.
<string>Conclua 100 Investigações<lf>de Anomalia.
<string>Conclua 100 Investigações<lf>de Anomalia.
<string>Conclua 100 Investigações<lf>de Anomalia.
<string>Conclua 100 Investigações<lf>de Anomalia.
<string>Conclua 100 Investigações<lf>de Anomalia.
<string>Conclua 100 Investigações<lf>de Anomalia.
<string>Conclua 100 Investigações<lf>de Anomalia.
<string>Conclua 100 Investigações<lf>de Anomalia.
<string>Conclua 100 Investigações<lf>de Anomalia.
<string>Conclua 100 Investigações<lf>de Anomalia.
<string>Conclua 100 Investigações<lf>de Anomalia.
<string>Conclua 100 Investigações<lf>de Anomalia.
<string>Conclua uma Investigação de<lf>Anomalia de Nível 100 ou maior.
<string>Conclua uma Investigação de<lf>Anomalia de Nível 100 ou maior.
<string>Conclua uma Investigação de<lf>Anomalia de Nível 100 ou maior.
<string>Conclua uma Investigação de<lf>Anomalia de Nível 100 ou maior.
<string>Conclua uma Investigação de<lf>Anomalia de Nível 100 ou maior.
<string>Alcance o Nível 21<lf>de Pesquisa de Anomalia.
<string>Alcance o Nível 41<lf>de Pesquisa de Anomalia.
<string>Alcance o Nível 61<lf>de Pesquisa de Anomalia.
<string>Alcance o Nível 81<lf>de Pesquisa de Anomalia.
<string>Alcance o Nível 100<lf>de Pesquisa de Anomalia.
<string>Vença uma batalha<lf>contra o próprio Sol e a Lua.
<string>Vença uma batalha<lf>contra o próprio Sol e a Lua.
<string>Vença uma batalha<lf>contra o próprio Sol e a Lua.
<string>Vença uma batalha<lf>contra o próprio Sol e a Lua.
<string>Vença uma batalha<lf>contra o próprio Sol e a Lua.
<string>Vença uma batalha<lf>contra o próprio Sol e a Lua.
<string>Vença uma batalha<lf>contra o próprio Sol e a Lua.
<string>Vença uma batalha<lf>contra o próprio Sol e a Lua.
<string>Vença uma batalha<lf>contra o próprio Sol e a Lua.
<string>Vença uma batalha<lf>contra o próprio Sol e a Lua.
<string>Vença uma batalha contra<lf>os temíveis Dragões Anciões.
<string>Vença uma batalha contra<lf>os temíveis Dragões Anciões.
<string>Vença uma batalha contra<lf>os temíveis Dragões Anciões.
<string>Vença uma batalha contra<lf>os temíveis Dragões Anciões.
<string>Vença uma batalha contra<lf>os temíveis Dragões Anciões.
<string>Vença uma batalha contra<lf>os temíveis Dragões Anciões.
<string>Vença uma batalha contra<lf>os temíveis Dragões Anciões.
<string>Vença uma batalha contra<lf>os temíveis Dragões Anciões.
<string>Vença uma batalha contra<lf>os temíveis Dragões Anciões.
<string>Vença uma batalha contra<lf>os temíveis Dragões Anciões.
<string>Caçou 10 Gores Magalas Caóticos.
<string>Caçou 15 Gores Magalas Caóticos.
<string>Caçou 20 Gores Magalas Caóticos.
<string>Caçou 30 Gores Magalas Caóticos.
<string>Venceu uma batalha contra<lf>embusteiros enfeitiçantes.
<string>Venceu uma batalha contra<lf>embusteiros enfeitiçantes.
<string>Venceu uma batalha contra<lf>embusteiros enfeitiçantes.
<string>Venceu uma batalha contra<lf>embusteiros enfeitiçantes.
<string>Venceu uma batalha contra<lf>embusteiros enfeitiçantes.
<string>Venceu uma batalha contra<lf>embusteiros enfeitiçantes.
<string>Venceu uma batalha contra<lf>embusteiros enfeitiçantes.
<string>Venceu uma batalha contra<lf>embusteiros enfeitiçantes.
<string>Venceu uma batalha contra<lf>embusteiros enfeitiçantes.
<string>Venceu uma batalha contra<lf>embusteiros enfeitiçantes.
<string>Concluir 50 missões com<lf>a Dama Fiorayne.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 100 missões com<lf>a Dama Fiorayne.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 50 missões com<lf>o Almirante Galleus.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 100 missões com<lf>o Almirante Galleus.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 50 missões com<lf>a Dama Luchika.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 100 missões com<lf>a Dama Luchika.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 50 missões com<lf>o Mestre Arlow.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 100 missões com<lf>o Mestre Arlow.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 50 missões com o Sir Jae.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 100 missões com o Sir Jae.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 50 missões com<lf>o Ancião Fugen.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 100 missões com<lf>o Ancião Fugen.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 50 missões com<lf>Hinoa, a recrutadora.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 100 missões com<lf>Hinoa, a recrutadora.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 50 missões com<lf>Minoto, a dama da AdE.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 100 missões com<lf>Minoto, a dama da AdE.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 50 missões com<lf>o Mestre Utsushi.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 100 missões com<lf>o Mestre Utsushi.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 50 missões com<lf>a Dama Rondine.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 100 missões com<lf>a Dama Rondine.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 5 missões com<lf>a Dama Fiorayne.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 15 missões com<lf>a Dama Fiorayne.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 5 missões com<lf>o Almirante Galleus.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 15 missões com<lf>o Almirante Galleus.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 5 missões com<lf>a Dama Luchika.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 15 missões com<lf>a Dama Luchika.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 5 missões com<lf>o Mestre Arlow.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 15 missões com<lf>o Mestre Arlow.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 5 missões com o Sir Jae.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 15 missões com o Sir Jae.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 5 missões com<lf>o Ancião Fugen.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 15 missões com<lf>o Ancião Fugen.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 5 missões com<lf>Hinoa, a recrutadora.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 15 missões com<lf>Hinoa, a recrutadora.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 5 missões com<lf>Minoto, a dama da AdE.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 15 missões com<lf>Minoto, a dama da AdE.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 5 missões com<lf>o Mestre Utsushi.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 15 missões com<lf>o Mestre Utsushi.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 5 missões com<lf>a Dama Rondine.<lf>(Nem todas Missões Urgentes contam.)
<string>Concluir 15 missões com<lf>a Dama Rondine.<lf>(Nem todas Missões Urgentes contam.)
<string>Mate 10 Velkhanas.
<string>Mate 15 Velkhanas.
<string>Mate 20 Velkhanas.
<string>Mate 30 Velkhanas.
<string>Vença uma batalha contra monstros<lf>que enlouqueceram<lf>com raiva e malícia.
<string>Vença uma batalha contra monstros<lf>que enlouqueceram<lf>com raiva e malícia.
<string>Vença uma batalha contra monstros<lf>que enlouqueceram<lf>com raiva e malícia.
<string>Vença uma batalha contra monstros<lf>que enlouqueceram<lf>com raiva e malícia.
<string>Vença uma batalha contra monstros<lf>que enlouqueceram<lf>com raiva e malícia.
<string>Vença uma batalha contra monstros<lf>que enlouqueceram<lf>com raiva e malícia.
<string>Vença uma batalha contra monstros<lf>que enlouqueceram<lf>com raiva e malícia.
<string>Vença uma batalha contra monstros<lf>que enlouqueceram<lf>com raiva e malícia.
<string>Vença uma batalha contra monstros<lf>que enlouqueceram<lf>com raiva e malícia.
<string>Vença uma batalha contra monstros<lf>que enlouqueceram<lf>com raiva e malícia.
<string>Venceu uma batalha contra<lf>um Espinas Flamejante que enfrentou<lf>muitos campeões ao longo dos anos.
<string>Venceu uma batalha contra<lf>um Espinas Flamejante que enfrentou<lf>muitos campeões ao longo dos anos.
<string>Venceu uma batalha contra<lf>um Espinas Flamejante que enfrentou<lf>muitos campeões ao longo dos anos.
<string>Venceu uma batalha contra<lf>um Espinas Flamejante que enfrentou<lf>muitos campeões ao longo dos anos.
<string>Venceu uma batalha contra<lf>um Espinas Flamejante que enfrentou<lf>muitos campeões ao longo dos anos.
<string>Mate um Amatsu 10 vezes.
<string>Mate um Amatsu 15 vezes.
<string>Mate um Amatsu 20 vezes.
<string>Mate um Amatsu 30 vezes.
<string>Mate o Malzeno Primordial 10 vezes.
<string>Mate o Malzeno Primordial 15 vezes.
<string>Mate o Malzeno Primordial 20 vezes.
<string>Mate o Malzeno Primordial 30 vezes.
<string>Conclua sua primeira<lf>Investigação Especial.
<string>Conclua sua primeira<lf>Investigação Especial.
<string>Conclua 50 Investigações Especiais.
<string>Conclua 50 Investigações Especiais.
<string>Conclua 100 Investigações Especiais.
<string>Conclua 100 Investigações Especiais.
<string>Mate todos os monstros-alvo<lf>numa Investigação Especial.
<string>Mate todos os monstros-alvo<lf>numa Investigação Especial.
<string>Vença uma batalha contra<lf>guerreiros diabólicos.
<string>Vença uma batalha contra<lf>guerreiros diabólicos.
<string>Vença uma batalha contra<lf>guerreiros diabólicos.
<string>Vença uma batalha contra<lf>guerreiros diabólicos.
<string>Vença uma batalha contra<lf>guerreiros diabólicos.
<string>Vença uma batalha contra<lf>guerreiros diabólicos.
<string>Vença uma batalha contra<lf>guerreiros diabólicos.
<string>Vença uma batalha contra<lf>guerreiros diabólicos.
<string>Vença uma batalha contra<lf>guerreiros diabólicos.
<string>Vença uma batalha contra<lf>guerreiros diabólicos.
<string>Vença uma batalha contra<lf>a encarnação da destruição.
<string>Vença uma batalha contra<lf>a encarnação da destruição.
<string>Vença uma batalha contra<lf>a encarnação da destruição.
<string>Vença uma batalha contra<lf>a encarnação da destruição.
<string>Vença uma batalha contra<lf>a encarnação da destruição.
<string>Vença uma batalha contra os filhos<lf>da destruição e desespero.
<string>Vença uma batalha contra os filhos<lf>da destruição e desespero.
<string>Vença uma batalha contra os filhos<lf>da destruição e desespero.
<string>Vença uma batalha contra os filhos<lf>da destruição e desespero.
<string>Vença uma batalha contra os filhos<lf>da destruição e desespero.
<string>Vença uma batalha contra aqueles<lf>que ameaçaram seu amado lar.
<string>Vença uma batalha contra aqueles<lf>que ameaçaram seu amado lar.
<string>Vença uma batalha contra aqueles<lf>que ameaçaram seu amado lar.
<string>Vença uma batalha contra aqueles<lf>que ameaçaram seu amado lar.
<string>Vença uma batalha contra aqueles<lf>que ameaçaram seu amado lar.
<string>Vença uma batalha contra aqueles<lf>que são destinados a retornar.
<string>Vença uma batalha contra aqueles<lf>que são destinados a retornar.
<string>Vença uma batalha contra aqueles<lf>que são destinados a retornar.
<string>Vença uma batalha contra aqueles<lf>que são destinados a retornar.
<string>Vença uma batalha contra aqueles<lf>que são destinados a retornar.
<string>Vença uma batalha contra<lf>a Calamidade Iminente<lf>que controla tempestades e ciclones.
<string>Vença uma batalha contra<lf>a Calamidade Iminente<lf>que controla tempestades e ciclones.
<string>Vença uma batalha contra<lf>a Calamidade Iminente<lf>que controla tempestades e ciclones.
<string>Vença uma batalha contra<lf>a Calamidade Iminente<lf>que controla tempestades e ciclones.
<string>Vença uma batalha contra<lf>a Calamidade Iminente<lf>que controla tempestades e ciclones.
