<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Chasser 40 Hermitaur Daimyo.
<string>Chasser 50 Hermitaur Daimyo.
<string>Chasser 20 Ceanataur Shogun.
<string>Chasser 30 Ceanataur Shogun.
<string>Chasser 40 Ceanataur Shogun.
<string>Chasser 50 Ceanataur Shogun.
<string>Chasser 10 Rajang orage.
<string>Chasser 15 Rajang orage.
<string>Chasser 20 Rajang orage.
<string>Chasser 30 Rajang orage.
<string>Chasser 10 Nargacuga sélénites.
<string>Chasser 15 Nargacuga sélénites.
<string>Chasser 20 Nargacuga sélénites.
<string>Chasser 30 Nargacuga sélénites.
<string>Chasser 20 Gore Magala.
<string>Chasser 30 Gore Magala.
<string>Chasser 40 Gore Magala.
<string>Chasser 50 Gore Magala.
<string>Tuer 10 Shagaru Magala.
<string>Tuer 15 Shagaru Magala.
<string>Tuer 20 Shagaru Magala.
<string>Tuer 30 Shagaru Magala.
<string>Chasser 20 Seregios.
<string>Chasser 30 Seregios.
<string>Chasser 40 Seregios.
<string>Chasser 50 Seregios.
<string>Chasser 20 Astalos.
<string>Chasser 30 Astalos.
<string>Chasser 40 Astalos.
<string>Chasser 50 Astalos.
<string>Chasser 10 Mizutsune mauves.
<string>Chasser 15 Mizutsune mauves.
<string>Chasser 20 Mizutsune mauves.
<string>Chasser 30 Mizutsune mauves.
<string>Chasser le Magnamalo enragé 10 fois.
<string>Chasser le Magnamalo enragé 15 fois.
<string>Chasser le Magnamalo enragé 20 fois.
<string>Chasser le Magnamalo enragé 30 fois.
<string>Chasser 20 Bishaten sanguins.
<string>Chasser 30 Bishaten sanguins.
<string>Chasser 40 Bishaten sanguins.
<string>Chasser 50 Bishaten sanguins.
<string>Chasser 20 Somnacanth aurore.
<string>Chasser 30 Somnacanth aurore.
<string>Chasser 40 Somnacanth aurore.
<string>Chasser 50 Somnacanth aurore.
<string>Chasser 20 Rakna-Kadaki de feu.
<string>Chasser 30 Rakna-Kadaki de feu.
<string>Chasser 40 Rakna-Kadaki de feu.
<string>Chasser 50 Rakna-Kadaki de feu.
<string>Chasser 20 Almudron magma.
<string>Chasser 30 Almudron magma.
<string>Chasser 40 Almudron magma.
<string>Chasser 50 Almudron magma.
<string>Chasser 10 Bazelgeuse vulcan.
<string>Chasser 15 Bazelgeuse vulcan.
<string>Chasser 20 Bazelgeuse vulcan.
<string>Chasser 30 Bazelgeuse vulcan.
<string>Tuer le Malzeno 10 fois.
<string>Tuer le Malzeno 15 fois.
<string>Tuer le Malzeno 20 fois.
<string>Tuer le Malzeno 30 fois.
<string>Chasser 20 Lunagaron.
<string>Chasser 30 Lunagaron.
<string>Chasser 40 Lunagaron.
<string>Chasser 50 Lunagaron.
<string>Chasser 20 Garangolm.
<string>Chasser 30 Garangolm.
<string>Chasser 40 Garangolm.
<string>Chasser 50 Garangolm.
<string>Tuer le Gaismagorm 10 fois.
<string>Tuer le Gaismagorm 15 fois.
<string>Tuer le Gaismagorm 20 fois.
<string>Tuer le Gaismagorm 30 fois.
<string>Chasser 20 Espinas.
<string>Chasser 30 Espinas.
<string>Chasser 40 Espinas.
<string>Chasser 50 Espinas.
<string>Chasser 10 Espinas de feu.
<string>Chasser 15 Espinas de feu.
<string>Chasser 20 Espinas de feu.
<string>Chasser 30 Espinas de feu.
<string>Tuer 50 monstres affligés.
<string>Tuer 50 monstres affligés.
<string>Tuer 50 monstres affligés.
<string>Tuer 50 monstres affligés.
<string>Tuer 50 monstres affligés.
<string>Tuer 100 monstres affligés.
<string>Tuer 100 monstres affligés.
<string>Tuer 100 monstres affligés.
<string>Tuer 100 monstres affligés.
<string>Tuer 100 monstres affligés.
<string>Tuer 50 dragons anciens.
<string>Tuer 50 dragons anciens.
<string>Tuer 50 dragons anciens.
<string>Tuer 50 dragons anciens.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Disponible dès le début.
<string>Compléter une Investigation Anomalie.
<string>Compléter une Investigation Anomalie.
<string>Compléter une Investigation Anomalie.
<string>Compléter une Investigation Anomalie.
<string>Compléter une Investigation Anomalie.
<string>Compléter une Investigation Anomalie.
<string>Compléter une Investigation Anomalie.
<string>Compléter une Investigation Anomalie.
<string>Compléter une Investigation Anomalie.
<string>Compléter une Investigation Anomalie.
<string>Compléter 20 Investigations Anomalie.
<string>Compléter 20 Investigations Anomalie.
<string>Compléter 20 Investigations Anomalie.
<string>Compléter 20 Investigations Anomalie.
<string>Compléter 20 Investigations Anomalie.
<string>Compléter 20 Investigations Anomalie.
<string>Compléter 20 Investigations Anomalie.
<string>Compléter 20 Investigations Anomalie.
<string>Compléter 20 Investigations Anomalie.
<string>Compléter 20 Investigations Anomalie.
<string>Compléter 50 Investigations Anomalie.
<string>Compléter 50 Investigations Anomalie.
<string>Compléter 50 Investigations Anomalie.
<string>Compléter 50 Investigations Anomalie.
<string>Compléter 50 Investigations Anomalie.
<string>Compléter 50 Investigations Anomalie.
<string>Compléter 50 Investigations Anomalie.
<string>Compléter 50 Investigations Anomalie.
<string>Compléter 50 Investigations Anomalie.
<string>Compléter 50 Investigations Anomalie.
<string>Compléter 100 Investigations Anomalie.
<string>Compléter 100 Investigations Anomalie.
<string>Compléter 100 Investigations Anomalie.
<string>Compléter 100 Investigations Anomalie.
<string>Compléter 100 Investigations Anomalie.
<string>Compléter 100 Investigations Anomalie.
<string>Compléter 100 Investigations Anomalie.
<string>Compléter 100 Investigations Anomalie.
<string>Compléter 100 Investigations Anomalie.
<string>Compléter 100 Investigations Anomalie.
<string>Compléter 100 Investigations Anomalie.
<string>Compléter 100 Investigations Anomalie.
<string>Compléter 100 Investigations Anomalie.
<string>Compléter 100 Investigations Anomalie.
<string>Compléter 100 Investigations Anomalie.
<string>Compléter une Investigation Anomalie<lf>de niveau 100 ou plus.
<string>Compléter une Investigation Anomalie<lf>de niveau 100 ou plus.
<string>Compléter une Investigation Anomalie<lf>de niveau 100 ou plus.
<string>Compléter une Investigation Anomalie<lf>de niveau 100 ou plus.
<string>Compléter une Investigation Anomalie<lf>de niveau 100 ou plus.
<string>Atteindre le niveau 21 en Recherche Anomalie.
<string>Atteindre le niveau 41 en Recherche Anomalie.
<string>Atteindre le niveau 61 en Recherche Anomalie.
<string>Atteindre le niveau 81 en Recherche Anomalie.
<string>Atteindre le niveau 100 en Recherche Anomalie.
<string>Remportez la victoire face<lf>au soleil et à la lune.
<string>Remportez la victoire face<lf>au soleil et à la lune.
<string>Remportez la victoire face<lf>au soleil et à la lune.
<string>Remportez la victoire face<lf>au soleil et à la lune.
<string>Remportez la victoire face<lf>au soleil et à la lune.
<string>Remportez la victoire face<lf>au soleil et à la lune.
<string>Remportez la victoire face<lf>au soleil et à la lune.
<string>Remportez la victoire face<lf>au soleil et à la lune.
<string>Remportez la victoire face<lf>au soleil et à la lune.
<string>Remportez la victoire face<lf>au soleil et à la lune.
<string>Remportez la victoire face<lf>à de redoutables dragons anciens.
<string>Remportez la victoire face<lf>à de redoutables dragons anciens.
<string>Remportez la victoire face<lf>à de redoutables dragons anciens.
<string>Remportez la victoire face<lf>à de redoutables dragons anciens.
<string>Remportez la victoire face<lf>à de redoutables dragons anciens.
<string>Remportez la victoire face<lf>à de redoutables dragons anciens.
<string>Remportez la victoire face<lf>à de redoutables dragons anciens.
<string>Remportez la victoire face<lf>à de redoutables dragons anciens.
<string>Remportez la victoire face<lf>à de redoutables dragons anciens.
<string>Remportez la victoire face<lf>à de redoutables dragons anciens.
<string>Chasser 10 Gore Magala chaotiques.
<string>Chasser 15 Gore Magala chaotiques.
<string>Chasser 20 Gore Magala chaotiques.
<string>Chasser 30 Gore Magala chaotiques.
<string>Victoire remportée face<lf>à des utilisateurs de magie.
<string>Victoire remportée face<lf>à des utilisateurs de magie.
<string>Victoire remportée face<lf>à des utilisateurs de magie.
<string>Victoire remportée face<lf>à des utilisateurs de magie.
<string>Victoire remportée face<lf>à des utilisateurs de magie.
<string>Victoire remportée face<lf>à des utilisateurs de magie.
<string>Victoire remportée face<lf>à des utilisateurs de magie.
<string>Victoire remportée face<lf>à des utilisateurs de magie.
<string>Victoire remportée face<lf>à des utilisateurs de magie.
<string>Victoire remportée face<lf>à des utilisateurs de magie.
<string>Terminez 50 quêtes avec Dame<lf>Fiorayne. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 100 quêtes avec Dame<lf>Fiorayne. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 50 quêtes avec amiral<lf>Galleus. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 100 quêtes avec amiral<lf>Galleus. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 50 quêtes avec Dame<lf>Luchika. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 100 quêtes avec Dame<lf>Luchika. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 50 quêtes avec Maître<lf>Arlow. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 100 quêtes avec Maître<lf>Arlow. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 50 quêtes avec Sieur<lf>Jae. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 100 quêtes avec Sieur<lf>Jae. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 50 quêtes avec Fugen<lf>l'Ancien. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 100 quêtes avec Fugen<lf>l'Ancien. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 50 quêtes avec Hinoa la<lf>quêtatrice. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 100 quêtes avec Hinoa la<lf>quêtatrice. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 50 quêtes avec Minoto la<lf>réceptionniste. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 100 quêtes avec Minoto la<lf>réceptionniste. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 50 quêtes avec Maître<lf>Utsushi. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 100 quêtes avec Maître<lf>Utsushi. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 50 quêtes avec Dame<lf>Rondine. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 100 quêtes avec Dame<lf>Rondine. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 5 quêtes avec Dame<lf>Fiorayne. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 15 quêtes avec Dame<lf>Fiorayne. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 5 quêtes avec amiral<lf>Galleus. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 15 quêtes avec amiral<lf>Galleus. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 5 quêtes avec Dame<lf>Luchika. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 15 quêtes avec Dame<lf>Luchika. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 5 quêtes avec Maître<lf>Arlow. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 15 quêtes avec Maître<lf>Arlow. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 5 quêtes avec Sieur<lf>Jae. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 15 quêtes avec Sieur<lf>Jae. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 5 quêtes avec Fugen<lf>l'Ancien. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 15 quêtes avec Fugen<lf>l'Ancien. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 5 quêtes avec Hinoa la<lf>quêtatrice. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 15 quêtes avec Hinoa la<lf>quêtatrice. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 5 quêtes avec Minoto la<lf>réceptionniste. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 15 quêtes avec Minoto la<lf>réceptionniste. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 5 quêtes avec Maître<lf>Utsushi. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 15 quêtes avec Maître<lf>Utsushi. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 5 quêtes avec Dame<lf>Rondine. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Terminez 15 quêtes avec Dame<lf>Rondine. (Certaines Quêtes<lf>Urgentes ne comptent pas.)
<string>Tuer 10 Velkhana.
<string>Tuer 15 Velkhana.
<string>Tuer 20 Velkhana.
<string>Tuer 30 Velkhana.
<string>Remportez la victoire face à des<lf>monstres qui sont devenus fous<lf>de colère et de malveillance.
<string>Remportez la victoire face à des<lf>monstres qui sont devenus fous<lf>de colère et de malveillance.
<string>Remportez la victoire face à des<lf>monstres qui sont devenus fous<lf>de colère et de malveillance.
<string>Remportez la victoire face à des<lf>monstres qui sont devenus fous<lf>de colère et de malveillance.
<string>Remportez la victoire face à des<lf>monstres qui sont devenus fous<lf>de colère et de malveillance.
<string>Remportez la victoire face à des<lf>monstres qui sont devenus fous<lf>de colère et de malveillance.
<string>Remportez la victoire face à des<lf>monstres qui sont devenus fous<lf>de colère et de malveillance.
<string>Remportez la victoire face à des<lf>monstres qui sont devenus fous<lf>de colère et de malveillance.
<string>Remportez la victoire face à des<lf>monstres qui sont devenus fous<lf>de colère et de malveillance.
<string>Remportez la victoire face à des<lf>monstres qui sont devenus fous<lf>de colère et de malveillance.
<string>Victoire remportée face à un Espinas<lf>de feu qui a affronté plusieurs<lf>champions au fil du temps.
<string>Victoire remportée face à un Espinas<lf>de feu qui a affronté plusieurs<lf>champions au fil du temps.
<string>Victoire remportée face à un Espinas<lf>de feu qui a affronté plusieurs<lf>champions au fil du temps.
<string>Victoire remportée face à un Espinas<lf>de feu qui a affronté plusieurs<lf>champions au fil du temps.
<string>Victoire remportée face à un Espinas<lf>de feu qui a affronté plusieurs<lf>champions au fil du temps.
<string>Tuer un Amatsu 10 fois.
<string>Tuer un Amatsu 15 fois.
<string>Tuer un Amatsu 20 fois.
<string>Tuer un Amatsu 30 fois.
<string>Tuer un Malzeno primordial 10 fois.
<string>Tuer un Malzeno primordial 15 fois.
<string>Tuer un Malzeno primordial 20 fois.
<string>Tuer un Malzeno primordial 30 fois.
<string>Complétez votre première<lf>investigation spéciale.
<string>Complétez votre première<lf>investigation spéciale.
<string>Complétez 50 investigations spéciales.
<string>Complétez 50 investigations spéciales.
<string>Complétez 100 investigations spéciales.
<string>Complétez 100 investigations spéciales.
<string>Tuer tous les monstres cible<lf>lors d'une investigation spéciale.
<string>Tuer tous les monstres cible<lf>lors d'une investigation spéciale.
<string>Victoire remportée face<lf>à des guerriers diaboliques.
<string>Victoire remportée face<lf>à des guerriers diaboliques.
<string>Victoire remportée face<lf>à des guerriers diaboliques.
<string>Victoire remportée face<lf>à des guerriers diaboliques.
<string>Victoire remportée face<lf>à des guerriers diaboliques.
<string>Victoire remportée face<lf>à des guerriers diaboliques.
<string>Victoire remportée face<lf>à des guerriers diaboliques.
<string>Victoire remportée face<lf>à des guerriers diaboliques.
<string>Victoire remportée face<lf>à des guerriers diaboliques.
<string>Victoire remportée face<lf>à des guerriers diaboliques.
<string>Victoire remportée lors d'un combat<lf>contre l'incarnation de la destruction.
<string>Victoire remportée lors d'un combat<lf>contre l'incarnation de la destruction.
<string>Victoire remportée lors d'un combat<lf>contre l'incarnation de la destruction.
<string>Victoire remportée lors d'un combat<lf>contre l'incarnation de la destruction.
<string>Victoire remportée lors d'un combat<lf>contre l'incarnation de la destruction.
<string>Victoire remportée lors d'un combat<lf>contre les enfants de la<lf>destruction et du désespoir.
<string>Victoire remportée lors d'un combat<lf>contre les enfants de la<lf>destruction et du désespoir.
<string>Victoire remportée lors d'un combat<lf>contre les enfants de la<lf>destruction et du désespoir.
<string>Victoire remportée lors d'un combat<lf>contre les enfants de la<lf>destruction et du désespoir.
<string>Victoire remportée lors d'un combat<lf>contre les enfants de la<lf>destruction et du désespoir.
<string>Victoire remportée face à ceux<lf>qui ont menacé votre village<lf>natal si cher à vos yeux.
<string>Victoire remportée face à ceux<lf>qui ont menacé votre village<lf>natal si cher à vos yeux.
<string>Victoire remportée face à ceux<lf>qui ont menacé votre village<lf>natal si cher à vos yeux.
<string>Victoire remportée face à ceux<lf>qui ont menacé votre village<lf>natal si cher à vos yeux.
<string>Victoire remportée face à ceux<lf>qui ont menacé votre village<lf>natal si cher à vos yeux.
<string>Victoire remportée face à ceux<lf>qui étaient voués à revenir.
<string>Victoire remportée face à ceux<lf>qui étaient voués à revenir.
<string>Victoire remportée face à ceux<lf>qui étaient voués à revenir.
<string>Victoire remportée face à ceux<lf>qui étaient voués à revenir.
<string>Victoire remportée face à ceux<lf>qui étaient voués à revenir.
<string>Victoire remportée face à la menace<lf>pesante qui contrôle les tempêtes<lf>et les cyclones.
<string>Victoire remportée face à la menace<lf>pesante qui contrôle les tempêtes<lf>et les cyclones.
<string>Victoire remportée face à la menace<lf>pesante qui contrôle les tempêtes<lf>et les cyclones.
<string>Victoire remportée face à la menace<lf>pesante qui contrôle les tempêtes<lf>et les cyclones.
<string>Victoire remportée face à la menace<lf>pesante qui contrôle les tempêtes<lf>et les cyclones.
