guid,crc?,<PageAttr>,<TalkAttr>,<VillageProgress>,<HallProgress>,<HunterRank>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,<TalkTag>,<TalkTagParam>,<TalkTagComment>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
12e9ec9f-2925-4eaa-a36e-ad1d295ff09c,1294657877,,(default)世間話,,集会所未開放,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s0_000,"修練場は本来、ハンターや、ハンターを
目指す人が特訓をする場所だけど、
ハンターじゃない人もいっぱい来るニャよ。","The Training Area was originally for
hunters and hunter-aspirants to come
train, but lots of non-hunters come too.","L'Aire d'entraînement était pour les
chasseurs et les apprentis chasseurs,
mais maintenant tout le monde vient.","L'area di addestramento è stata pensata per i
cacciatori e gli aspiranti tali, ma in realtà
è frequentata da tante altre perrrsone.","Ursprünglich wurde der Trainingsbereich
erbaut, damit Jäger hier trainieren können.
Aber es kommen auch Nicht-Jäger her.","La zona de entrenamiento estaba pensada
para cazadores y aspirantes, pero vienen
muchos que no lo son.","Изначально Тренировочная зона создана
для охотников и тех, кто хочет ими
стать, но и другие тоже приходят.","Obszar treningowy powstał z myślą
o łowcach i kandydatach na łowców, ale
przychodzi tu też wiele innych osób.",,,"A Área de Treinamento era só pra
caçadores e aspirantes a caçadores
treinarem, mas agora todos vêm aqui.","수련장은 원래 헌터와, 헌터가 되고자
하는 이들을 위한 곳이지만
헌터가 아닌 사람도 많이 온다냥.","修練場原本是給獵人，
或是想成為獵人的人進行特訓的地方，
不過也有很多獵人以外的人會來這裡喵。","修炼场本来是猎人，
以及立志成为猎人的人进行特训的地方，
但是也有很多猎人以外的人会来喵。",,,,,,,,"صُممت منطقة التدريب من أجل الصيادين
والراغبين في الصيد للتدريب، ولكن
كثيرًا من غير الصيادين يأتون أيضًا.",,,,,,,,,,,
8b9dce63-fa2e-4370-b281-6f570b3f55c1,1211910585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s0_001,"５０年前の百竜夜行以来、この里では
ハンターじゃない人もみんな、なにかしらの
武器が使えるようにしてるからニャ～。","Ever since the Rampage fifty years ago,
even the villagers realized that they
needed to be able to wield a weapon.","Depuis la Calamité d'il y a cinquante ans,
même les villageois ont compris qu'ils
devaient apprendre à manier une arme.","Dall'inizio della furia cinquant'anni fa, gli
abitanti del villaggio si son resi conto di
dover imparare a usare un'arma.","Nach der Randale vor 50 Jahren haben sogar
die Dorfbewohner erkannt, wie wichtig es ist,
mit einer Waffe umgehen zu können.","Desde el Frenesí de hace cincuenta años,
incluso los aldeanos se dieron cuenta de que
podrían necesitar blandir un arma.","После нашествия Буйства 50 лет назад
даже простые селяне поняли, что
нужно владеть оружием.","Od czasu Furii 50 lat temu wszyscy
mieszkańcy wioski są świadomi, że każdy
powinien umieć posługiwać się bronią.",,,"Desde o Frenesi, há cinquenta anos,
até aldeões perceberam que
precisavam saber usar uma arma.","50년 전 백룡야행 이후, 이 마을은
헌터가 아닌 사람도 무기를 한 가지씩은
다룰 수 있게 훈련하기 때문이다냥~","自從50年前的百龍夜行之後，
村裡那些不是獵人的人，
也都開始練習使用一些武器喵。","自从50年前那场百龙夜行之后，
这座村子里并非猎人的人
也都学会使用某些武器了喵～",,,,,,,,"منذ خمسين عامًا عندما بدأ الغضب العارم،
أدرك القرويون
أهمية التدرب على حمل السلاح.",,,,,,,,,,,
f427f0a9-7472-421a-8a2a-d32cc3352ac6,936251616,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s0_002,"<PL>さんも、負けないように
いっぱい特訓しに来るニャよ！","So, keep training, <PL>!
Anyone could be a rival for best warrior
in Kamura!","Continue de t'entraîner, <PL>,
sinon n'importe qui dans le village
pourrait finir par te surpasser !","Quindi, continua ad allenarti, <PL>.
Chiunque può diventare un degno rivale
del miglior guerriero di Kamura!","Also trainiere weiter, <PL>!
In Kamura sind alle potenzielle Konkurrenten
um den Titel des größten Kampftalents!","Así que te diré una cosa, <PL>,
sigue entrenando: ¡cualquiera podría aspirar
al título de mayor guerrero de Kamura!","Так что тренируйся, <PL> —
соперником лучшему воину Камуры
может стать каждый!","Więc, <PL>, trenuj ciężko!
Miano najlepszego wojownika Kamury
nie jest dane na zawsze!",,,"Então, continue treinando, <PL>!
A qualquer momento pode aparecer um
concorrente a melhor guerreiro de Kamura!","<PL> 씨도 질 수 없다냥.
열심히 훈련하러 와라냥!","<PL>，
你也要多來這裡特訓，
不要輸給他們了喵！","<PL>也要勤来训练，
别输给他们喵！",,,,,,,,"لذلك، <LSNR {واصل} {واصلي}> التدريب يا <PL>!
يُمكن لأي أحد أن يصبح منافسًا
لأفضل مقاتل في كامورا!",,,,,,,,,,,
1a8f5003-93cb-43aa-8c97-b58a4321a57a,463987917,,(default)世間話,,集会所進行☆1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s1_000,"この修練場は、古くからこの里にある
由緒正しい施設だニャ。","This Training Area is a time-honored
facility as old as Kamura itself.","L'Aire d'entraînement est un lieu de
gloire aussi ancien que Kamura.","L'area di addestramento è una struttura
antica quanto Kamura.","Dieser Trainingsbereich ist altehrwürdig
und so alt wie Kamura selbst.","La zona de entrenamiento es una instalación
tan antigua como la propia Kamura.","Эта Тренировочная зона — освященный
временем комплекс, старый,
как сама Камура.","Obszar treningowy jest równie stary,
co sama Kamura.",,,"Esta Área de Treinamento é
tão antiga quanto a própria Kamura.","이 수련장은 예로부터 이 마을에
전해지는 유서 깊은 시설이다냥.","這個修練場歷史悠久，
是本村莊自古以來就有的設施。","这座修炼场是这座村子
自古就有的设施，
历史悠久喵。",,,,,,,,"تعتبر منطقة التدريب هذه منشأة
قديمة جدًا بقدم كامورا نفسها.",,,,,,,,,,,
0aaa10bb-9ac3-450f-a73a-3f9fa8e2cbc6,1510271288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s1_001,"ハモンさんやゴコクさん、フゲンさんも、
みんなここで特訓してハンターになったって
コガラシさんが言ってたニャ。","Kogarashi says Meowster Hamon,
Meowster Hojo, and Elder Fugen
used to train here back in the day!","Kogarashi dit que Miaoussieur Hamon,
Miaoussieur Hojo et Fugen l'Ancien
venaient s'entraîner ici à l'époque !","Kogarashi dice che il miaestro Hamon,
il capo Hojo e Fugen l'anziano si allenavano
qui, in passato!","Laut Kogarashi haben Miauster Hamon,
Miauster Hojo und der Älteste Fogen
hier damals trainiert!","¡¿Sabes qué me ha dicho Kogarashi?!
¡Que el maestro Hamon, el maestro Hojo y el
anciano Fugen entrenaban aquí hace años!","Когараси говорит, здесь раньше
тренировались Мяустер Хамон, Мяустер
Ходзё и Старейшина Фугэн!","Kogarashi mówi, że kiedyś ćwiczyli tu
Miaustrz Hamon, Miaustrz Hojo
i Starszy Fugen!",,,"Kogarashi diz que Miaustre Hamon,
Miaustre Hojo e o Ancião Fugen
treinavam aqui antigamente!","하몬 씨와 고코쿠 씨, 후겐 씨도
여기서 훈련을 해서 헌터가 되었다고
코가라시 씨가 그랬다냥.","秋風頭領說，刀紋大人、風登大人
和傅賢大人都曾在這裡進行特訓，
才成為了獵人喵。","听冬风说，
刀纹、岁丰稔还有普贤
都是在这里接受特训，当上猎人的喵。",,,,,,,,"يقول كوجاراشي إن السيد هامون
والسيد هوجو والمعمّر فيوجين،
اعتادوا التدرب هنا سابقًا!",,,,,,,,,,,
6ce35d37-714a-4d03-b28d-c6bb2c087a78,1851092460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s1_002,"５０年以上前にハモンさんが
ライトボウガンを構えた同じ場所で……","To think, the very same spot where
Meowster Hamon first took up a light
bowgun...","Dire que là où Miaoussieur Hamon a
brandi un fusarbalète pour la première
fois...","E pensare che il miaestro Hamon ha usato la
sua prrrima balestra leggera nello stesso
posto in cui...","Unglaublich, dass Miauster Hamon an diesem
Ort einst erstmals ein Leichtes Bogengewehr
in der Hand gehalten hat...","Y pensar que el maestro Hamon usó por
primera vez una ballesta ligera justo en este
lugar en el que estamos ahora...","Подумать только, здесь Мяустер Хамон
впервые взял в руки легкое лукорудие...","Pomyśleć, że to w tym miejscu
Miaustrz Hamon po raz pierwszy wziął do
ręki lekkie łukodziałko...",,,"E pensar que foi aqui que Miaustre Hamon
pegou um fuzilarco leve pela
primeira vez...","50년도 더 옛날에 하몬 씨가
라이트보우건을 들었던 곳에서……","距今至少50年前，
刀紋大人在這裡架起了輕弩槍……","就在50多年前
刀纹架起过轻弩炮的地方……",,,,,,,,"أعتقد أنها نفس البقعة التي حمل
فيها السيد هامون
بندقية القوس الخفيفة...",,,,,,,,,,,
9d03fd7a-7bc8-4f95-b5f5-6be5e1104369,4208376556,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s1_003,"今、<PL>さんが
武器を構えてるのニャ。
なんだか、すごい話だニャ。","Is where you, <PL>,
wield your weapons now.
Isn't that cool!?","C'est le même endroit où tu brandis ton
arme maintenant, <PL>.
C'est cool, non ?!","... stai brandendo le tue armi proprio ora.
Forte, vero?","Jetzt schwingst du hier jetzt deine Waffen,
<PL>. Ist das nicht der Wahnsinn?","¡Sí, donde tú mismo blandes tus armas ahora!
¡¿No es emocionante, <PL>?!","А теперь, <PL>, здесь
носишь оружие ты.
Разве не здорово?","A teraz ty, <PL>,
ćwiczysz tu ze swoją bronią.
Miau-samowite uczucie!",,,"É onde você, <PL>,
ergue suas armas agora.
Não é legal?!","지금 <PL> 씨가
무기를 갖추고 있다냥.
왠지 굉장한 느낌이다냥.","而現在，<PL>
也在相同的地方舉起了武器喵。
總覺得很厲害呢喵。","现在，<PL>
正举起自己的武器喵。
总觉得好传奇喵。",,,,,,,,"هي التي <LSNR {أنت} {أنتِ}> فيها يا <PL>،
<LSNR {تدرب على أسلحتك الآن} {تدربي على أسلحتكِ الآن}>.
أليس هذا رائعًا!؟",,,,,,,,,,,
0397ce82-f0ce-4af6-9e49-24ba822adbd8,1172604290,,(default)世間話,,集会所進行☆2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s2_000,"最近、ウツシ教官が、
モンスターのモノマネの練習に
ここを使ってるニャ。","Lately, Meowster Utsushi has been
coming here to purr-actice his
meownster impurr-essions.","Récemment, Miaoussieur Utsushi est venu
ici s'entraîner pour ses imitations
de monstres.","Il miaestro Utsushi è venuto qui per fare
prrratica con le sue imitazioni dei miaostri.","Miauster Utsushi kommt in letzter Zeit oft
her, um seine Miaunster-Imitationen zu üben.","El maestro Utsushi ha estado viniendo
últimamente a purrracticar sus imitaciones
de monstruos.","Мяустер Уцуси сейчас часто приходит сюда,
чтобы тренироваться изображать
мяунстров.","Ostatnio Miaustrz Utsushi przychodzi tu
trenować imitowanie
odgłosów potworów.",,,"Recentemente, Miaustre Utsushi tem vindo
aqui para treinar suas imitações
de monstros.","요즘 우츠시 교관이
몬스터 흉내를 연습하러
여기에 찾아온다냥.","最近倪泰教官
會在這裡練習他的魔物模仿。","最近，倪泰教官会在这里
练习怪物模仿秀喵。",,,,,,,,"مؤخرًا، يأتي السيد أوتسوشي إلى هنا
للتدرب على تعبيرات
الوحش.",,,,,,,,,,,
a16673f6-cc50-48ee-bc2b-b9804c0d5175,1671586043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s2_001,"「百竜夜行が来てるときに、モンスターの
　モノマネとかしたらみんな驚くから、
　ここを使わせて！」って…。","He said, ""People might think there's a
real Zingore around if I do it in town,
so I'm gonna have do it here instead!""","D'après lui, les gens pourraient croire
qu'un vrai Zinogre attaque la ville s'il
s'entraîne là-bas, du coup il vient là.","Dice che la gente potrebbe pensare che c'è un
vero Zinogre nel villaggio, perciò
prrreferisce esercitarsi qui.","Er sagt: ""Wenn ich es im Dorf mache, meinen
die Leute, es wäre ein echter Zinogre. Also
komme ich lieber her.""","Me dijo que prefería hacerlo aquí porque la
gente podría pensar que hay un Zinogre de
verdad si lo hiciese en la aldea.","Он сказал: ""Если буду упражняться
в городе, люди подумают, что там
настоящий Зиногр, так что лучше здесь"".","Powiedział, że woli nie robić tego
w wiosce, bo jeszcze ludzie pomyślą, że
zjawił się prawdziwy Zinogr.",,,"Ele disse, “As pessoas acham que tem um
Zinogre de verdade por perto se eu
pratico na cidade, então venho pra cá!""","「백룡야행이 코앞인데 아무 데서나
몬스터 흉내를 내면 다들 깜짝 놀라니까
여길 쓰게 해 줘!」라고…","他對我說，
「要是在發生百龍夜行的時候模仿魔物
　會嚇到大家的，請你讓我在這練習吧！」","他说：“百龙夜行要来的时候，
我模仿怪物会吓到大家的，
所以这里借我用用！”",,,,,,,,"إنه يقول، ""قد يظن الناس أن هناك وحش
زينجور حقيقيًا بالقرب منهم إذا تدربت
على ذلك في القرية، لذلك يجب أن أتدرب هنا!""",,,,,,,,,,,
8b63e593-ea9f-4f24-89c8-5de4fbd0f59d,2863841082,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s2_002,"本来の修練場の使い方とは違うけど、
まあ、これはこれでいいニャ。
見ていて楽しいしニャ。","This place wasn't really meant for
stuff like that, but what the heck.
Fur one thing, it's neat to see!","Cet endroit était pas fait pour ce genre
de truc, mais pourquoi pas au final ?!
Chapristi ! C'est cool à voir au moins !","Questo posto non è stato pensato per questo
tipo di cose, ma cavolo, almeno è divertente!","Für so was war dieser Ort eigentlich
nicht vorgesehen, aber was soll's. Es
macht auf jeden Fall Spaß, zuzusehen.","Este sitio no se ideó para ese tipo de cosas,
pero da igual. ¡La verdad es que me dejó con
el hocico abierto!","Не для этого строили зону — ну да и что?
Зато смотреть весело.","Nie do takich ćwiczeń stworzono to
miejsce, ale co tam. Warto
na to popatrzeć!",,,"Este lugar não foi criado pra coisas
como essa, mas que se dane.
Pelo menos é legal de ver.","수련장은 이렇게 쓰는 게 아니지만
이건 이거대로 괜찮다냥.
보고 있으면 재밌다냥.","雖然這不是修練場原本的用途，
不過也沒關係喵。
而且在一旁看著也滿有趣的喵。","修炼场本来不是这么用的，
但是这样也未尝不可喵。
看着还挺好玩的喵。",,,,,,,,"لم يُعدّ هذا المكان لأجل أشياء كهذه
ولكن ربّاه.
من الرائع رؤية ذلك!",,,,,,,,,,,
a08b2792-9e85-4d33-94f1-4da8803e68bc,2500968727,,(default)世間話,,集会所進行☆3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s3_001,"修練場はその昔、木とかワラのかたまりが
ずらーっと並んでるだけの
場所だったらしいのニャ。","Apparently, a long time ago, this place
was just filled with rows of log posts
and straw bundles.","Apparemment, à l'époque, il y avait que
des poteaux et des bottes de paille ici.","A quanto pare, tempo fa, questo posto era
pieno di travi di legno e cumuli di paglia.","Vor langer, langer Zeit wimmelte es hier
wohl vor Baumstämmen und Heuballen.","Por lo visto, hace mucho tiempo, este lugar
estuvo lleno de columnas de madera y pilas
de heno.","Оказывается, раньше тут стояли ряды
бревен и связки соломы.","Podobno kiedyś były tu tylko
rzędy pniaków i wiechci trawy.",,,"Aparentemente, há muito tempo,
este lugar era cheio de troncos
e bonecos de palha.","수련장은 옛날에 나무와 짚더미를
죽 늘어놓기만 한
장소였다고 한다냥.","這個修練場，以前好像只是個
放著一大堆木頭
和稻草塊的地方喵。","修炼场以前好像
只有成排的树和稻草喵。",,,,,,,,"من الواضح أنه منذ زمن بعيد، كان هذا المكان
مليئًا بجذوع الخشب
وحزم القش.",,,,,,,,,,,
629345d5-1f58-48e4-abe9-37774cb408d3,4020819165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s3_002,"そこでみんな、試し斬りをしたり
素振りをしたりしていたでござるニャ、って
コガラシさんが言ってたニャ。","According to Kogarashi, everyone would
try their cutting edges against them and
work towards meowstery of their form.","Selon Kogarashi, tout le monde
s'entraînait qu'avec ça pour
se perfectionner.","Secondo quanto dice Kogarashi, venivano usati
per prrrovare le lame ed esercitarsi
nei combattimiaenti!","Laut Kogarashi haben die Leute mit ihnen
trainiert und sie genutzt, um immer besser
zu werden.","Según Kogarashi, la gente practicaba sus
estocadas contra ellos y refinaba la maestría
de su estilo.","Когараси говорит, что на них все
оттачивали удары холодным оружием
и вообще бои с мяунстрами.","Kogarashi mówi, że wszyscy ćwiczyli
na nich miau-derzenia mieczami, próbując
wypracować idealne cięcie.",,,"De acordo com Kogarashi, todos testavam
suas lâminas contra eles e treinavam
para dominarem sua forma.","거기서 다들 날이 잘 드나 시험하거나
직접 휘둘러 보면서 수련했었다고
코가라시 씨가 말씀하셨다냥.","所以大家就會來這裡試刀
或是空揮武器。
這是秋風頭領說的喵。","所以大家就在那里
试试刀，挥挥剑喵。
冬风是这么说的喵。",,,,,,,,"وفقًا لقول لكوجاراشي، كان الجميع يحاول
أن يبذل أقصى ما عنده أمامها،
ومحاولة حل لغز تجمعها هكذا.",,,,,,,,,,,
b6fe80e2-471a-4f52-8c91-6e025a489e40,2619160817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s3_003,"そんな中、ハモンさんが造り上げたのが
あのからくり蛙だニャ！","And then Meowster Hamon built
the Toadversary.","Jusqu'à ce que Miaoussieur Hamon
crée le Combatracien.","Finché il miaestro Hamon non ha costruito
il rospo meccanico...","Und dann hat Miauster Hamon die
Kampfkröte gebaut.",Y entonces el maestro Hamon creó el saprobot.,"А потом Мяустер Хамон
построил Жабоврага.","Aż Miaustrz Hamon
skonstruował Ropuchotwora.",,,"E aí, o Miaustre Hamon
construiu o Saponente.","그러다가 하몬 씨가 만든 것이
바로 개굴모형이다냥!","在那個時候，
刀紋大人製造出了那個機關蛙。","这时候，刀纹造出了
那只机关蛙喵！",,,,,,,,"ثم بنى السيد هامون
وحش التدريب لذلك.",,,,,,,,,,,
a384e701-f3d3-47fa-ac04-9e90151a9d97,2752018267,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s3_004,"からくり蛙の登場で、この修練場の
価値は急上昇したニャ！
ハモンさん、すばらしいニャ！","With the Toadversary's introduction, the
Training Area's paw-pularity skyrocketed.
Meowster Hamon is incredible!","Avec l'arrivée du Combatracien, plus de
gens sont venus à l'Aire d'entraînement,
et tout ça grâce à Miaoussieur Hamon !","Con l'introduzione del rospo meccanico,
l'area di addestramento è diventata miaolto
più popolare. È incredibile!","Mit der Einführung der Kampfkröte ist der
Trainingsbereich so richtig populär geworden.
Miauster Hamon ist wirklich unglaublich!","Con la introducción del saprobot, la
popularidad de la zona de entrenamiento subió
por las nubes. El maestro Hamon es increíble.","С появлением Жабоврага популярность
Тренировочной зоны взлетела до небес.
Мяустер Хамон просто гений!","Z Ropuchotworem obszar treningowy
zyskał nieprawdopodobną popularność.
Miaustrz Hamon jest niesamowity!",,,"Com o surgimento do Saponente,
a popularidade da Área de Treinamento
disparou. Miaustre Hamon é incrível!","개굴모형이 등장한 이후로 수련장의
가치가 폭등했다냥!
하몬 씨는 대단하다냥!","隨著機關蛙的出現，
這個修練場的價值便快速飆升！
刀紋大人真的好厲害喵！","由于机关蛙的出现，
这座修炼场价值陡增喵！
刀纹真优秀喵！",,,,,,,,"عند تقديم وحش التدريب هذا،
ارتفعت شعبية منطقة التدريب ارتفاعًا غير
مسبوق. وأصيب السيد هامون بالذهول!",,,,,,,,,,,
fae1c367-5250-4709-8959-96072d30d843,3700645278,,(default)世間話,,集会所進行☆4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s4_000,"ハモンさんは、
からくり蛙の整備をするために
定期的に修練場へ来てくれるニャ。","Meowster Hamon comes here
regularly to purr-form maintenance
on the Toadversary.","Miaoussieur Hamon vient souvent ici
pour vérifier que le Combatracien
marche bien.","Il miaestro Hamon viene qui regolarmente
per prrrovvedere alla miaonutenzione del
rospo meccanico.","Miauster Hamon schaut regelmäßig vorbei,
um die Kampfkröte zu warten.","El maestro Hamon viene a menudo a realizar
tareas de miauntenimiento del saprobot.","Мяустер Хамон регулярно приходит туда
ремонтировать Жабоврага.","Miaustrz Hamon wpada tu mrrr-regularnie,
żeby doglądać Ropuchotwora.",,,"Miaustre Hamon vem sempre aqui pra
fazer a manutenção do Saponente.","하몬 씨는
개굴모형을 정비하러
정기적으로 수련장에 오신다냥.","刀紋大人會定期到
修練場維修機關蛙喵。","刀纹会定期来修炼场
维护机关蛙喵。",,,,,,,,"ويأتي السيد هامون بشكل دوري إلى هنا
لأجراء أعمال الصيانة
لوحش التدريب هذا.",,,,,,,,,,,
352abee9-9102-43de-895c-70b29141e229,3744842705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s4_001,"いろんな場所がわしゃわしゃ動く
とっても複雑なからくりだからニャ。
こまめな整備が必要らしいニャ。","It's a really complicated contraption
full of spinning bits and moving parts
that require fur-equent servicing.","C'est une invention complexe avec plein
de bidules mobiles et trucs qui tournent
qu'il faut souvent réparer.","È un congegno miaolto complicato, pieno di
pezzi rotanti e parti mobili. Richiede
dei controlli frrrequenti.","Sie ist eine komplexe Vorrichtung mit vielen
Dreh-Elementen und beweglichen Teilen, die
eine häufige Wartung erfordern.","Es un artilugio muy complicado lleno de
purrrtes que giran y se mueven, y requieren
cuidados frecuentes.","Это очень сложный механизм, там
много вращающихся и движущихся
частей, требующих настройки.","To bardzo skomplikowane miau-rządzenie.
Ma mnóstwo obrotowych i ruchomych
części, które wy-miau-gają serwisowania.",,,"É uma engenhoca bem complicada
cheia de engrenagens e partes móveis
que precisam de reparos frequentes.","다양한 부위가 이리저리 움직이는
복잡한 장치라서 그렇다냥.
꾸준한 정비가 필요한 모양이다냥.","因為機關蛙是多處可動式，
構造非常複雜，
所以必須時常進行維修喵。","那种机关很复杂的，
有很多地方会动来动去喵。
好像需要频繁维护喵。",,,,,,,,"يا لها من آلة معقدة
مليئة بقطع دوارة وأجزاء متحركة
تحتاج إلى صيانة كثيرة.",,,,,,,,,,,
79ec0d5b-cca2-4e82-b166-5a02fdcba506,2697512983,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s4_002,"ボクも、油を差すくらいならできるから
整備をお手伝いしてるのニャよ。","I do my part where I can,
greasing the gears and such.","Je mets la patte à la pâte quand je peux
en huilant les mécanismes, par exemple.","Io faccio quel che posso, lubrrrifico gli
ingranaggi e cose del genere.","Ich leiste meinen Beitrag, wo ich kann
und öle die Zahnräder und so.","Yo hago lo que puedo, engrasando los
engranajes y tal.","Я, как могу, помогаю, смазываю
шестерни и все такое.","Ja pomagam, jak mogę, smarując
tryby i wykonując inne prace.",,,"Eu faço a minha parte até onde dá,
lubrificando as engrenagens e tal.","나도 기름칠 정도는 할 수 있으니
정비하는 걸 돕곤 한다냥.","像上油這點小事我也能夠辦得到，
所以我也會在協助維修喔。","上个油之类的我也做得到，
所以我有帮他做维护工作喵。",,,,,,,,"ولكنني أفعل مهمتي كما ينبغي
أقوم بتشحيم التروس وما شابه.",,,,,,,,,,,
69282f97-8f97-40ca-a19e-6281c4a62d06,1459390489,,(default)世間話,,集会所進行☆5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s5_000,"ヒノエさんとミノトさんも
よく特訓に来てるニャよ。","Hinoa and Minoto come here
to train a lot, too.","Hinoa et Minoto viennent souvent
s'entraîner ici aussi.","Anche Hinoa e Minoto vengono spesso ad
allenarsi.","Hinoa und Minoto trainieren hier
auch oft.","Hinoa y Minoto también vienen a entrenar
un montón.","Хиноа и Миното тоже
помногу здесь тренируются.","Hinoa i Minoto też często
przychodzą tu potrenować.",,,"Hinoa e Minoto vem bastante
treinar aqui, também.","히노에 씨와 미노토 씨도
종종 특훈하러 온다냥.","火芽小姐和水藝小姐
也常常回來進行特訓喔喵。","火芽和水芸
也常来特训喵。",,,,,,,,"هينوا ومينوتو تأتيان إلى
هنا أيضًا للتدريب كثيرًا.",,,,,,,,,,,
32f7e885-d99f-4b1d-86ba-3fad34f7e63c,2396028519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s5_001,"ミノトさんは、そりゃもういつも
必死で特訓してるニャけど…","When Minoto comes to train, she goes all
in, barely stopping to catch a breath.","Quand Minoto vient s'entraîner, elle y
va à fond. Elle s'arrête à peine pour
souffler.","Quando Minoto si allena, ce la mette proprio
tutta e non si ferma un attimo, neanche
per riprrrendere fiato.","Minoto gibt beim Training immer alles und
macht nicht mal Pause, um Luft zu holen.","Minoto lo da todo cuando viene a entrenar
y apenas se para a respirar siquiera.","Миното на тренировке выкладывается
на всю, почти и не отдыхает.","Zwłaszcza Minoto ćwiczy jak szalona.
Nie spocznie, póki ma choć trochę tchu.",,,"Quando Minoto vem treinar, ela vem com
tudo, mal parando para respirar.","미노토 씨는 항상
필사적으로 특훈하지만…","水藝小姐每次特訓時
都很拼命喵……","说起水芸啊，
总是拼了命地特训喵……",,,,,,,,"عندما تبدأ مينوتو في التدريب، لن يوقفها
أحد. إنها بالكاد تتوقف لأخذ بعض الأنفاس.",,,,,,,,,,,
e4985b25-bb4e-4d75-a756-26b985bca6b2,2222124630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nid401_s5_002,"だいたいヒノエさんは
ニコニコと団子を食べながら
ミノトさんの特訓を見てるニャ。","Hinoa, on the other hand, mostly
sits there, smiling and snacking on
dango, watching her sister.","Hinoa, de son côté, passe le plus clair
de son temps assise, à sourire et à
manger des dango en regardant sa sœur.","Hinoa, invece, rimane seduta, sorride e
si ingozza di dango, mentre osserva sua
sorella.","Hinoa dagegen sitzt meistens hier, lächelt
und mampft Dango, während sie ihrer Schwester
zuschaut.","Hinoa, por el contrario, casi siempre se
sienta ahí, sonriendo y devorando dango
mientras observa a su hermana.","А Хиноа в основном сидит, ест данго
и улыбается, глядя на сестру.","Z kolei Hinoa najczęściej siedzi
i podjada sobie dango,
przyglądając się siostrze.",,,"Hinoa, por outro lado, praticamente
fica sentada lá, sorrindo e comendo
bolinhos, assistindo a irmã.","히노에 씨는 보통
싱글벙글 경단을 먹으며
미노토 씨의 특훈을 지켜본다냥.","不過一旁的火芽小姐，
大多數時間都是一邊笑著吃糰子，
一邊看著水藝小姐特訓喵 。","火芽基本都是
边笑嘻嘻地吃团子，
边看水芸特训喵。",,,,,,,,"ولكن الأمر مختلف مع هينوا، إنها أغلب
الوقت تجلس هناك تبتسم وتأكل الدانجو
بينما تشاهد أختها تتمرن.",,,,,,,,,,,
