guid,crc?,<PrgDispCategory>,<PrgDispTiming>,<HunterRank>,<PrgDispHRCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispIconL>,<PrgDispIconS>,<QuestNumber>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
4f6311bb-c505-49a8-8af5-a3fd5cac7b9e,2441223982,村,里進行002_99,,,EV_PRO_VILL_002_99_03,←がON,QN000303,←が未クリア,"""""","""""","""""","""""","""""","""""",モンスターアイコン,受注アイコン,QN000303,prg_disp_v002_07,"<COL YEL>里★３緊急クエストをクリア</COL>
{0}","<COL YEL>3★ Village Urgent Quest:</COL>
{0}","<COL YEL>Quête Urgente du village 3★</COL>
{0}","<COL YEL>Missioni villaggio urgenti 3★:</COL>
{0}","<COL YEL>Dringende 3★-Dorf-Quest:</COL>
{0}","<COL YEL>Misión urgente de 3★ de aldea:</COL>
{0}","<COL YEL>Срочное задание в деревне, 3★:</COL>
{0}","<COL YEL>3★ pilne zadanie wioski:</COL>
{0}",,,"<COL YEL>Missão Urgente da Aldeia 3★:</COL>
{0}","<COL YEL>마을 ★3 긴급 퀘스트 클리어</COL>
{0}","<COL YEL>完成村莊★3的緊急任務</COL>
{0}","<COL YEL>完成村庄的★3紧急任务</COL>
{0}",,,,,,,,"<COL YEL>مهمة قرية عاجلة <BSL>★3</BSL>:</COL>
{0}",,,,,,,,,,,
1aa74603-e7fe-42ac-aff3-9e2435088fb7,3818819016,村,里進行003_01,,,QN000303,←をクリア,EV_PRO_VILL_003_01_01,←がOFF,"""""","""""","""""","""""","""""","""""",里長フゲン_モデル,赤フキダシ,,prg_disp_v003_01,<COL YEL>里長フゲン</COL>と話す,Talk to <COL YEL>Fugen the Elder</COL>,Parler à <COL YEL>Fugen l'Ancien</COL>,Parla con <COL YEL>Fugen l'anziano</COL>,Sprich mit <COL YEL>Fogen dem Ältesten</COL>,Habla con <COL YEL>Fugen el anciano</COL>,"Поговорить со
<COL YEL>Старейшиной Фугэном</COL>","Porozmawiaj ze
<COL YEL>Starszym Fugenem</COL>",,,"Fale com <COL YEL>Fugen, o ancião</COL>",<COL YEL>촌장 후겐</COL>과 대화,與<COL YEL>村長傅賢</COL>交談,与<COL YEL>村长普贤</COL>对话,,,,,,,,تحدث إلى <COL YEL>المعمر فيوجين</COL>,,,,,,,,,,,
323d6b5d-673d-4ea3-aa5f-1708d0f9cbf7,99513672,村,里進行003_01,,,EV_PRO_VILL_003_01_01,←がON,EV_PRO_VILL_003_01_02,←がOFF,"""""","""""","""""","""""","""""","""""",里の受付嬢ヒノエ_モデル,赤フキダシ,,prg_disp_v003_02,<COL YEL>里の受付嬢ヒノエ</COL>と話す,Talk to <COL YEL>Hinoa the Quest Maiden</COL>,Parler à <COL YEL>Hinoa la quêtatrice</COL>,"Parla con
<COL YEL>Hinoa la missionatrice</COL>","Sprich mit <COL YEL>Hinoa
dem Quest-Mädel</COL>","Habla con <COL YEL>Hinoa la gestora de
misiones</COL>","Поговорить с
<COL YEL>Раздатчицей заданий Хиноа</COL>",Pomów z <COL YEL>szefową zadań Hinoą</COL>,,,"Fale com <COL YEL>Hinoa, a recrutadora</COL>",<COL YEL>마을 접수원 히노에</COL>와 대화,與<COL YEL>村莊接待員火芽</COL>交談,与<COL YEL>村庄接待员火芽</COL>对话,,,,,,,,تحدث إلى <COL YEL>هينوا فتاة المهام</COL>,,,,,,,,,,,
05d25734-21e5-4f12-ae03-ab7f283e4504,2660284704,村,里進行003_01,,,EV_PRO_VILL_003_01_02,←がON,QUEST_LEVEL_3_HALF,←の村セレクトクエストが規定数未クリア,"""""","""""","""""","""""","""""","""""",セレクトクエスト受注アイコン,アイコンなし,,prg_disp_v003_03,"★３セレクトクエストをクリア
⇒あと<COL YEL>{0}クエスト</COL>","3★ Key Quest Completion:
<COL YEL>{0} quest(s)</COL> remaining","Quêtes clés 3★ à terminer :
<COL YEL>{0} quête(s)</COL> restante(s)","Missioni chiave 3★ rimanenti:
<COL YEL>{0}</COL>","Erfüllung der 3★-Hauptquests:
<COL YEL>{0} Quest(s)</COL> verbleibend","Misiones clave de 3★
Misiones restantes: <COL YEL>{0}</COL>","Выполнение ключ. задания, 3★
Осталось заданий: <COL YEL>{0}</COL>","Ukończone 3★ zadania kluczowe:
pozost. <COL YEL>{0} zad.</COL> ",,,"Conclusão de Missão-chave 3★:
<COL YEL>{0} missão(ões)</COL> restando","★3 엄선 퀘스트를 클리어
⇒앞으로 <COL YEL>{0}퀘스트</COL> 남음","完成★3精選任務
⇒還剩<COL YEL>{0}項任務</COL>","完成★3精选任务
⇒剩余<COL YEL>{0}项任务</COL>",,,,,,,,"اكتمال المهمة الرئيسية <BSL>★3</BSL>:
تبقى <COL YEL>{0} من المهام</COL> ",,,,,,,,,,,
83d0d6b2-e408-4e3f-b610-3ee75f74b900,3981437416,村,里進行003_02,,,QUEST_LEVEL_3_HALF,←の村セレクトクエストを規定数クリア,EV_PRO_VILL_003_02_01,←がOFF,"""""","""""","""""","""""","""""","""""",里長フゲン_モデル,赤フキダシ,,prg_disp_v003_04,<COL YEL>里長フゲン</COL>と話す,Talk to <COL YEL>Fugen the Elder</COL>,Parler à <COL YEL>Fugen l'Ancien</COL>,Parla con <COL YEL>Fugen l'anziano</COL>,Sprich mit <COL YEL>Fogen dem Ältesten</COL>,Habla con <COL YEL>Fugen el anciano</COL>,"Поговорить со
<COL YEL>Старейшиной Фугэном</COL>","Porozmawiaj ze
<COL YEL>Starszym Fugenem</COL>",,,"Fale com <COL YEL>Fugen, o ancião</COL>",<COL YEL>촌장 후겐</COL>과 대화,與<COL YEL>村長傅賢</COL>交談,与<COL YEL>村长普贤</COL>对话,,,,,,,,تحدث إلى <COL YEL>المعمر فيوجين</COL>,,,,,,,,,,,
ad3436d5-b14c-4dcc-8fa6-0a72f976d58d,3017730455,村,里進行003_02,,,EV_PRO_VILL_003_02_01,←がON,EV_PRO_VILL_003_02_02,←がOFF,"""""","""""","""""","""""","""""","""""",里の受付嬢ヒノエ_モデル,赤フキダシ,,prg_disp_v003_05,<COL YEL>里の受付嬢ヒノエ</COL>と話す,Talk to <COL YEL>Hinoa the Quest Maiden</COL>,Parler à <COL YEL>Hinoa la quêtatrice</COL>,"Parla con
<COL YEL>Hinoa la missionatrice</COL>","Sprich mit <COL YEL>Hinoa
dem Quest-Mädel</COL>","Habla con <COL YEL>Hinoa la gestora de
misiones</COL>","Поговорить с
<COL YEL>Раздатчицей заданий Хиноа</COL>",Pomów z <COL YEL>szefową zadań Hinoą</COL>,,,"Fale com <COL YEL>Hinoa, a recrutadora</COL>",<COL YEL>마을 접수원 히노에</COL>와 대화,與<COL YEL>村莊接待員火芽</COL>交談,与<COL YEL>村庄接待员火芽</COL>对话,,,,,,,,تحدث إلى <COL YEL>هينوا فتاة المهام</COL>,,,,,,,,,,,
63b39dde-67b3-4670-9762-99454e714b47,505635790,村,里進行003_02,,,EV_PRO_VILL_003_02_02,←がON,QN000304,←が未クリア,"""""","""""","""""","""""","""""","""""",モンスターアイコン,受注アイコン,QN000304,prg_disp_v003_06,"<COL YEL>里★３緊急クエストをクリア</COL>
{0}","<COL YEL>3★ Village Urgent Quest:</COL>
{0}","<COL YEL>Quête Urgente du village 3★</COL>
{0}","<COL YEL>Missioni villaggio urgenti 3★:</COL>
{0}","<COL YEL>Dringende 3★-Dorf-Quest:</COL>
{0}","<COL YEL>Misión urgente de 3★ de aldea:</COL>
{0}","<COL YEL>Срочное задание в деревне, 3★:</COL>
{0}","<COL YEL>3★ pilne zadanie wioski:</COL>
{0}",,,"<COL YEL>Missão Urgente da Aldeia 3★:</COL>
{0}","<COL YEL>마을 ★3 긴급 퀘스트 클리어</COL>
{0}","<COL YEL>完成村莊★3的緊急任務</COL>
{0}","<COL YEL>完成村庄的★3紧急任务</COL>
{0}",,,,,,,,"<COL YEL>مهمة قرية عاجلة <BSL>★3</BSL>:</COL>
{0}",,,,,,,,,,,
166d99ca-9bf8-4d7b-82ca-825e166ff46d,3052182190,村,里進行003_03,,,QN000304,←をクリア,EV_PRO_VILL_003_03_01,←がOFF,"""""","""""","""""","""""","""""","""""",里長フゲン_モデル,赤フキダシ,,prg_disp_v003_07,<COL YEL>里長フゲン</COL>と話す,Talk to <COL YEL>Fugen the Elder</COL>,Parler à <COL YEL>Fugen l'Ancien</COL>,Parla con <COL YEL>Fugen l'anziano</COL>,Sprich mit <COL YEL>Fogen dem Ältesten</COL>,Habla con <COL YEL>Fugen el anciano</COL>,"Поговорить со
<COL YEL>Старейшиной Фугэном</COL>","Porozmawiaj ze
<COL YEL>Starszym Fugenem</COL>",,,"Fale com <COL YEL>Fugen, o ancião</COL>",<COL YEL>촌장 후겐</COL>과 대화,與<COL YEL>村長傅賢</COL>交談,与<COL YEL>村长普贤</COL>对话,,,,,,,,تحدث إلى <COL YEL>المعمر فيوجين</COL>,,,,,,,,,,,
c240deff-1798-461e-a27d-b5b2c0c996ab,111185104,村,里進行003_03,,,EV_PRO_VILL_003_03_01,←がON,EV_PRO_VILL_003_03_02,←がOFF,QUEST_LEVEL_3,←の村セレクトクエストが規定数未クリア,"""""","""""","""""","""""",里の受付嬢ヒノエ_モデル,赤フキダシ,,prg_disp_v003_08,<COL YEL>里の受付嬢ヒノエ</COL>と話す,Talk to <COL YEL>Hinoa the Quest Maiden</COL>,Parler à <COL YEL>Hinoa la quêtatrice</COL>,"Parla con
<COL YEL>Hinoa la missionatrice</COL>","Sprich mit <COL YEL>Hinoa
dem Quest-Mädel</COL>","Habla con <COL YEL>Hinoa la gestora de
misiones</COL>","Поговорить с
<COL YEL>Раздатчицей заданий Хиноа</COL>",Pomów z <COL YEL>szefową zadań Hinoą</COL>,,,"Fale com <COL YEL>Hinoa, a recrutadora</COL>",<COL YEL>마을 접수원 히노에</COL>와 대화,與<COL YEL>村莊接待員火芽</COL>交談,与<COL YEL>村庄接待员火芽</COL>对话,,,,,,,,تحدث إلى <COL YEL>هينوا فتاة المهام</COL>,,,,,,,,,,,
464c4955-3855-4dac-99fb-1d8b47fd3094,1957905896,村,里進行003_03,,,EV_PRO_VILL_003_03_02,←がON,QUEST_LEVEL_3,←の村セレクトクエストが規定数未クリア,QN000304,←をクリア,"""""","""""","""""","""""",セレクトクエスト受注アイコン,アイコンなし,,prg_disp_v003_09,"★３セレクトクエストをクリア
⇒あと<COL YEL>{0}クエスト</COL>","3★ Key Quest Completion:
<COL YEL>{0} quest(s)</COL> remaining","Quêtes clés 3★ à terminer :
<COL YEL>{0} quête(s)</COL> restante(s)","Missioni chiave 3★ rimanenti:
<COL YEL>{0}</COL>","Erfüllung der 3★-Hauptquests:
<COL YEL>{0} Quest(s)</COL> verbleibend","Misiones clave de 3★
Misiones restantes: <COL YEL>{0}</COL>","Выполнение ключ. задания, 3★
Осталось заданий: <COL YEL>{0}</COL>","Ukończone 3★ zadania kluczowe:
pozost. <COL YEL>{0} zad.</COL> ",,,"Conclusão de Missão-chave 3★:
<COL YEL>{0} missão(ões)</COL> restando","★3 엄선 퀘스트를 클리어
⇒앞으로 <COL YEL>{0}퀘스트</COL> 남음","完成★3精選任務
⇒還剩<COL YEL>{0}項任務</COL>","完成★3精选任务
⇒剩余<COL YEL>{0}项任务</COL>",,,,,,,,"اكتمال المهمة الرئيسية <BSL>★3</BSL>:
تبقى <COL YEL>{0} من المهام</COL> ",,,,,,,,,,,
bf1c85a8-be39-4734-b766-dbc85c3eff88,3841451476,村,里進行003_99,,,QUEST_LEVEL_3,←の村セレクトクエストを規定数クリア,QN000304,←をクリア,EV_PRO_VILL_003_99_01,←がOFF,"""""","""""","""""","""""",里長フゲン_モデル,赤フキダシ,,prg_disp_v003_10,<COL YEL>里長フゲン</COL>と話す,Talk to <COL YEL>Fugen the Elder</COL>,Parler à <COL YEL>Fugen l'Ancien</COL>,Parla con <COL YEL>Fugen l'anziano</COL>,Sprich mit <COL YEL>Fogen dem Ältesten</COL>,Habla con <COL YEL>Fugen el anciano</COL>,"Поговорить со
<COL YEL>Старейшиной Фугэном</COL>","Porozmawiaj ze
<COL YEL>Starszym Fugenem</COL>",,,"Fale com <COL YEL>Fugen, o ancião</COL>",<COL YEL>촌장 후겐</COL>과 대화,與<COL YEL>村長傅賢</COL>交談,与<COL YEL>村长普贤</COL>对话,,,,,,,,تحدث إلى <COL YEL>المعمر فيوجين</COL>,,,,,,,,,,,
76ab010b-beaa-44ab-8883-a1a845162faa,3650593181,村,里進行003_99,,,EV_PRO_VILL_003_99_01,←がON,EV_PRO_VILL_003_99_02,←がOFF,"""""","""""","""""","""""","""""","""""",加工屋ハモン_モデル,赤フキダシ,,prg_disp_v003_11,<COL YEL>加工屋のハモン</COL>と話す,Talk to <COL YEL>Hamon the Blacksmith</COL>,Parler à <COL YEL>Hamon le forgeron</COL>,Parla con <COL YEL>Hamon il fabbro</COL>,Sprich mit <COL YEL>Hamon dem Schmied</COL>,Habla con <COL YEL>Hamon el herrero</COL>,Поговорить с <COL YEL>Кузнецом Хамоном</COL>,"Porozmawiaj z
<COL YEL>kowalem Hamonem</COL>",,,"Fale com <COL YEL>Hamon, o ferreiro</COL>",<COL YEL>가공점의 하몬</COL>과 대화,與<COL YEL>加工店刀紋</COL>交談,与<COL YEL>加工商刀纹</COL>对话,,,,,,,,تحدث إلى <COL YEL>الحداد هامون</COL>,,,,,,,,,,,
1d87d4b5-8b4d-4e0c-a555-9750db821ba5,2060406602,村,里進行003_99,,,EV_PRO_VILL_003_99_02,←がON,EV_PRO_VILL_003_99_03,←がOFF,"""""","""""","""""","""""","""""","""""",里の受付嬢ヒノエ_モデル,赤フキダシ,,prg_disp_v003_12,<COL YEL>里の受付嬢ヒノエ</COL>と話す,Talk to <COL YEL>Hinoa the Quest Maiden</COL>,Parler à <COL YEL>Hinoa la quêtatrice</COL>,"Parla con
<COL YEL>Hinoa la missionatrice</COL>","Sprich mit <COL YEL>Hinoa
dem Quest-Mädel</COL>","Habla con <COL YEL>Hinoa la gestora de
misiones</COL>","Поговорить с
<COL YEL>Раздатчицей заданий Хиноа</COL>",Pomów z <COL YEL>szefową zadań Hinoą</COL>,,,"Fale com <COL YEL>Hinoa, a recrutadora</COL>",<COL YEL>마을 접수원 히노에</COL>와 대화,與<COL YEL>村莊接待員火芽</COL>交談,与<COL YEL>村庄接待员火芽</COL>对话,,,,,,,,تحدث إلى <COL YEL>هينوا فتاة المهام</COL>,,,,,,,,,,,
7662288f-acb8-4b5c-a4bc-1f8f2bad20db,3253927544,村,里進行003_99,,,EV_PRO_VILL_003_99_03,←がON,QN000402,←が未クリア,"""""","""""","""""","""""","""""","""""",モンスターアイコン,受注アイコン,QN000402,prg_disp_v003_13,"<COL YEL>里★４緊急クエストをクリア</COL>
{0}","<COL YEL>4★ Village Urgent Quest:</COL>
{0}","<COL YEL>Quête Urgente du village 4★</COL>
{0}","<COL YEL>Missioni villaggio urgenti 4★:</COL>
{0}","<COL YEL>Dringende 4★-Dorf-Quest:</COL>
{0}","<COL YEL>Misión urgente de 4★ de aldea:</COL>
{0}","<COL YEL>Срочное задание в деревне, 4★:</COL>
{0}","<COL YEL>4★ pilne zadanie wioski:</COL>
{0}",,,"<COL YEL>Missão Urgente da Aldeia 4★:</COL>
{0}","<COL YEL>마을 ★4 긴급 퀘스트 클리어</COL>
{0}","<COL YEL>完成村莊★4的緊急任務</COL>
{0}","<COL YEL>完成村庄的★4紧急任务</COL>
{0}",,,,,,,,"<COL YEL>مهمة قرية عاجلة <BSL>★4</BSL>:</COL>
{0}",,,,,,,,,,,
6831593b-b873-410e-a18a-5fd5c52ea767,326179256,村,里進行004_01,,,QN000402,←をクリア,EV_PRO_VILL_004_01_01,←がOFF,"""""","""""","""""","""""","""""","""""",里長フゲン_モデル,赤フキダシ,,prg_disp_v004_01,<COL YEL>里長フゲン</COL>と話す,Talk to <COL YEL>Fugen the Elder</COL>,Parler à <COL YEL>Fugen l'Ancien</COL>,Parla con <COL YEL>Fugen l'anziano</COL>,Sprich mit <COL YEL>Fogen dem Ältesten</COL>,Habla con <COL YEL>Fugen el anciano</COL>,"Поговорить со
<COL YEL>Старейшиной Фугэном</COL>","Porozmawiaj ze
<COL YEL>Starszym Fugenem</COL>",,,"Fale com <COL YEL>Fugen, o ancião</COL>",<COL YEL>촌장 후겐</COL>과 대화,與<COL YEL>村長傅賢</COL>交談,与<COL YEL>村长普贤</COL>对话,,,,,,,,تحدث إلى <COL YEL>المعمر فيوجين</COL>,,,,,,,,,,,
97cd6ec1-a4ab-4487-8d3a-fccd6e0e0699,655389585,村,里進行004_01,,,EV_PRO_VILL_004_01_01,←がON,EV_PRO_VILL_004_01_02,←がOFF,"""""","""""","""""","""""","""""","""""",里の受付嬢ヒノエ_モデル,赤フキダシ,,prg_disp_v004_02,<COL YEL>里の受付嬢ヒノエ</COL>と話す,Talk to <COL YEL>Hinoa the Quest Maiden</COL>,Parler à <COL YEL>Hinoa la quêtatrice</COL>,"Parla con
<COL YEL>Hinoa la missionatrice</COL>","Sprich mit <COL YEL>Hinoa
dem Quest-Mädel</COL>","Habla con <COL YEL>Hinoa la gestora de
misiones</COL>","Поговорить с
<COL YEL>Раздатчицей заданий Хиноа</COL>",Pomów z <COL YEL>szefową zadań Hinoą</COL>,,,"Fale com <COL YEL>Hinoa, a recrutadora</COL>",<COL YEL>마을 접수원 히노에</COL>와 대화,與<COL YEL>村莊接待員火芽</COL>交談,与<COL YEL>村庄接待员火芽</COL>对话,,,,,,,,تحدث إلى <COL YEL>هينوا فتاة المهام</COL>,,,,,,,,,,,
b8b8d2e8-f983-4b47-98ff-3f3eb8dd49fd,2418742369,村,里進行004_01,,,EV_PRO_VILL_004_01_02,←がON,QUEST_LEVEL_4,←の村セレクトクエストが規定数未クリア,"""""","""""","""""","""""","""""","""""",セレクトクエスト受注アイコン,アイコンなし,,prg_disp_v004_03,"★４セレクトクエストをクリア
⇒あと<COL YEL>{0}クエスト</COL>","4★ Key Quest Completion:
<COL YEL>{0} quest(s)</COL> remaining","Quêtes clés 4★ à terminer :
<COL YEL>{0} quête(s)</COL> restante(s)","Missioni chiave 4★ rimanenti:
<COL YEL>{0}</COL>","Erfüllung der 4★-Hauptquests:
<COL YEL>{0} Quest(s)</COL> verbleibend","Misiones clave de 4★
Misiones restantes: <COL YEL>{0}</COL>","Выполнение ключ. задания, 4★
Осталось заданий: <COL YEL>{0}</COL>","Ukończone 4★ zadania kluczowe:
pozost. <COL YEL>{0} zad.</COL> ",,,"Conclusão de Missão-chave 4★:
<COL YEL>{0} missão(ões)</COL> restando","★4 엄선 퀘스트를 클리어
⇒앞으로 <COL YEL>{0}퀘스트</COL> 남음","完成★4精選任務
⇒還剩<COL YEL>{0}項任務</COL>","完成★4精选任务
⇒剩余<COL YEL>{0}项任务</COL>",,,,,,,,"اكتمال المهمة الرئيسية <BSL>★4</BSL>:
تبقى <COL YEL>{0} من المهام</COL> ",,,,,,,,,,,
9ea40078-4478-44b6-bb11-094bffb47cc9,3884582089,村,里進行004_99,,,QUEST_LEVEL_4,←の村セレクトクエストを規定数クリア,EV_PRO_VILL_004_99_01,←がOFF,"""""","""""","""""","""""","""""","""""",里長フゲン_モデル,赤フキダシ,,prg_disp_v004_04,<COL YEL>里長フゲン</COL>と話す,Talk to <COL YEL>Fugen the Elder</COL>,Parler à <COL YEL>Fugen l'Ancien</COL>,Parla con <COL YEL>Fugen l'anziano</COL>,Sprich mit <COL YEL>Fogen dem Ältesten</COL>,Habla con <COL YEL>Fugen el anciano</COL>,"Поговорить со
<COL YEL>Старейшиной Фугэном</COL>","Porozmawiaj ze
<COL YEL>Starszym Fugenem</COL>",,,"Fale com <COL YEL>Fugen, o ancião</COL>",<COL YEL>촌장 후겐</COL>과 대화,與<COL YEL>村長傅賢</COL>交談,与<COL YEL>村长普贤</COL>对话,,,,,,,,تحدث إلى <COL YEL>المعمر فيوجين</COL>,,,,,,,,,,,
5529747f-fe21-4d75-861c-2b3f0c050dfc,3862728113,村,里進行004_99,,,EV_PRO_VILL_004_99_01,←がON,EV_PRO_VILL_004_99_02,←がOFF,"""""","""""","""""","""""","""""","""""",里の受付嬢ヒノエ_モデル,赤フキダシ,,prg_disp_v004_05,<COL YEL>里の受付嬢ヒノエ</COL>と話す,Talk to <COL YEL>Hinoa the Quest Maiden</COL>,Parler à <COL YEL>Hinoa la quêtatrice</COL>,"Parla con
<COL YEL>Hinoa la missionatrice</COL>","Sprich mit <COL YEL>Hinoa
dem Quest-Mädel</COL>","Habla con <COL YEL>Hinoa la gestora de
misiones</COL>","Поговорить с
<COL YEL>Раздатчицей заданий Хиноа</COL>",Pomów z <COL YEL>szefową zadań Hinoą</COL>,,,"Fale com <COL YEL>Hinoa, a recrutadora</COL>",<COL YEL>마을 접수원 히노에</COL>와 대화,與<COL YEL>村莊接待員火芽</COL>交談,与<COL YEL>村庄接待员火芽</COL>对话,,,,,,,,تحدث إلى <COL YEL>هينوا فتاة المهام</COL>,,,,,,,,,,,
aa89224e-e9fe-4b41-abb0-83bc95bac8d8,2710650607,村,里進行004_99,,,EV_PRO_VILL_004_99_02,←がON,QN000501,←が未クリア,"""""","""""","""""","""""","""""","""""",モンスターアイコン,受注アイコン,QN000501,prg_disp_v004_06,"<COL YEL>里★５緊急クエストをクリア</COL>
{0}","<COL YEL>5★ Village Urgent Quest:</COL>
{0}","<COL YEL>Quête Urgente du village 5★</COL>
{0}","<COL YEL>Missioni villaggio urgenti 5★:</COL>
{0}","<COL YEL>Dringende 5★-Dorf-Quest:</COL>
{0}","<COL YEL>Misión urgente de 5★ de aldea:</COL>
{0}","<COL YEL>Срочное задание в деревне, 5★:</COL>
{0}","<COL YEL>5★ pilne zadanie wioski:</COL>
{0}",,,"<COL YEL>Missão Urgente da Aldeia 5★:</COL>
{0}","<COL YEL>마을 ★5 긴급 퀘스트 클리어</COL>
{0}","<COL YEL>完成村莊★5的緊急任務</COL>
{0}","<COL YEL>完成村庄的★5紧急任务</COL>
{0}",,,,,,,,"<COL YEL>مهمة قرية عاجلة <BSL>★5</BSL>:</COL>
{0}",,,,,,,,,,,
4405c644-e561-4d81-84f1-158eb2211c52,3215546713,村,里進行005_01,,,QN000501,←をクリア,EV_PRO_VILL_005_01_01,←がOFF,"""""","""""","""""","""""","""""","""""",里長フゲン_モデル,赤フキダシ,,prg_disp_v005_01,<COL YEL>里長フゲン</COL>と話す,Talk to <COL YEL>Fugen the Elder</COL>,Parler à <COL YEL>Fugen l'Ancien</COL>,Parla con <COL YEL>Fugen l'anziano</COL>,Sprich mit <COL YEL>Fogen dem Ältesten</COL>,Habla con <COL YEL>Fugen el anciano</COL>,"Поговорить со
<COL YEL>Старейшиной Фугэном</COL>","Porozmawiaj ze
<COL YEL>Starszym Fugenem</COL>",,,"Fale com <COL YEL>Fugen, o ancião</COL>",<COL YEL>촌장 후겐</COL>과 대화,與<COL YEL>村長傅賢</COL>交談,与<COL YEL>村长普贤</COL>对话,,,,,,,,تحدث إلى <COL YEL>المعمر فيوجين</COL>,,,,,,,,,,,
989a77fd-c5f4-467d-b7ad-38aaa568ad15,3744714798,村,里進行005_01,,,EV_PRO_VILL_005_01_01,←がON,EV_PRO_VILL_005_01_02,←がOFF,"""""","""""","""""","""""","""""","""""",里の受付嬢ヒノエ_モデル,赤フキダシ,,prg_disp_v005_02,<COL YEL>里の受付嬢ヒノエ</COL>と話す,Talk to <COL YEL>Hinoa the Quest Maiden</COL>,Parler à <COL YEL>Hinoa la quêtatrice</COL>,"Parla con
<COL YEL>Hinoa la missionatrice</COL>","Sprich mit <COL YEL>Hinoa
dem Quest-Mädel</COL>","Habla con <COL YEL>Hinoa la gestora de
misiones</COL>","Поговорить с
<COL YEL>Раздатчицей заданий Хиноа</COL>",Pomów z <COL YEL>szefową zadań Hinoą</COL>,,,"Fale com <COL YEL>Hinoa, a recrutadora</COL>",<COL YEL>마을 접수원 히노에</COL>와 대화,與<COL YEL>村莊接待員火芽</COL>交談,与<COL YEL>村庄接待员火芽</COL>对话,,,,,,,,تحدث إلى <COL YEL>هينوا فتاة المهام</COL>,,,,,,,,,,,
7912e69e-851f-4d83-a346-50cd3939b201,3565300818,村,里進行005_01,,,EV_PRO_VILL_005_01_02,←がON,QUEST_LEVEL_5,←の村セレクトクエストが規定数未クリア,"""""","""""","""""","""""","""""","""""",セレクトクエスト受注アイコン,アイコンなし,,prg_disp_v005_03,"★５セレクトクエストをクリア
⇒あと<COL YEL>{0}クエスト</COL>","5★ Key Quest Completion:
<COL YEL>{0} quest(s)</COL> remaining","Quêtes clés 5★ à terminer :
<COL YEL>{0} quête(s)</COL> restante(s)","Missioni chiave 5★ rimanenti:
<COL YEL>{0}</COL>","Erfüllung der 5★-Hauptquests:
<COL YEL>{0} Quest(s)</COL> verbleibend","Misiones clave de 5★
Misiones restantes: <COL YEL>{0}</COL>","Выполнение ключ. задания, 5★
Осталось заданий: <COL YEL>{0}</COL>","Ukończone 5★ zadania kluczowe:
pozost. <COL YEL>{0} zad.</COL> ",,,"Conclusão de Missão-chave 5★:
<COL YEL>{0} missão(ões)</COL> restando","★5 엄선 퀘스트를 클리어
⇒앞으로 <COL YEL>{0}퀘스트</COL> 남음","完成★5精選任務
⇒還剩<COL YEL>{0}項任務</COL>","完成★5精选任务
⇒剩余<COL YEL>{0}项任务</COL>",,,,,,,,"اكتمال المهمة الرئيسية <BSL>★5</BSL>:
تبقى <COL YEL>{0} من المهام</COL> ",,,,,,,,,,,
f0a3be67-9a80-45d7-bbbe-15dd431b1d62,3244697834,村,里進行005_99,,,QUEST_LEVEL_5,←の村セレクトクエストを規定数クリア,EV_PRO_VILL_005_99_01,←がOFF,"""""","""""","""""","""""","""""","""""",里長フゲン_モデル,赤フキダシ,,prg_disp_v005_04,<COL YEL>里長フゲン</COL>と話す,Talk to <COL YEL>Fugen the Elder</COL>,Parler à <COL YEL>Fugen l'Ancien</COL>,Parla con <COL YEL>Fugen l'anziano</COL>,Sprich mit <COL YEL>Fogen dem Ältesten</COL>,Habla con <COL YEL>Fugen el anciano</COL>,"Поговорить со
<COL YEL>Старейшиной Фугэном</COL>","Porozmawiaj ze
<COL YEL>Starszym Fugenem</COL>",,,"Fale com <COL YEL>Fugen, o ancião</COL>",<COL YEL>촌장 후겐</COL>과 대화,與<COL YEL>村長傅賢</COL>交談,与<COL YEL>村长普贤</COL>对话,,,,,,,,تحدث إلى <COL YEL>المعمر فيوجين</COL>,,,,,,,,,,,
