guid,crc?,<PrgDispCategory>,<PrgDispTiming>,<HunterRank>,<PrgDispHRCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispIconL>,<PrgDispIconS>,<QuestNumber>,<QuestNumber>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
123e6a3b-9737-4333-b6b4-fc6ceaccb0e6,3665521799,MR,"""""",,,EV_PRO_MR_002_03_01,←がON,EV_PRO_MR_002_03_98,←がOFF,"""""","""""","""""","""""","""""","""""",チッチェ_モデル,赤フキダシ,,,prg_disp_mr2_03_01,<COL YEL>受付嬢のチッチェ姫</COL>と話す,Talk to <COL YEL>Chichae the Quest Damsel</COL>,Parler à <COL YEL>Princesse Chichae</COL>,"Parla con <COL YEL>Chichae,
la missionatrice</COL>",Sprich mit <COL YEL>Chichae</COL>.,"Habla con <COL YEL>Chichae, la gestora
de misiones</COL>","Поговорить с <COL YEL>раздатчицей
заданий Чиче</COL>","Porozmawiaj z <COL YEL>Panną
z zadaniami Chichae</COL>",,,"Fale com <COL YEL>Chichae, a Recrutadora</COL>",<COL YEL>접수원 치체 공주</COL>와 대화,與<COL YEL>接待員琪婕</COL>交談,与<COL YEL>接待员琪切公主</COL>对话,,,,,,,,تحدث إلى <COL YEL>شيشاي فتاة المهام</COL>,,,,,,,,,,,
41bb88d1-f3d5-4dc2-a6ed-b351f8770100,1947773782,MR,"""""",,,EV_PRO_MR_002_03_02,←がON,EV_PRO_MR_002_99_01,←がOFF,"""""","""""","""""","""""","""""","""""",セレクトクエスト受注アイコン,アイコンなし,,,prg_disp_mr2_03_02,"<FONT 13>Ｍ</FONT>★２のセレクトクエストをクリア
⇒あと<COL YEL>{0}クエスト</COL>","<FONT 13>M</FONT>2★ Key Quest Completion:
<COL YEL>{0} quest(s)</COL> remaining","Quêtes clés <FONT 13>M</FONT>2★ à terminer :
<COL YEL>{0} quête(s)</COL> restante(s)","Missioni chiave <FONT 13>M</FONT>2★ rimanenti:
<COL YEL>{0}</COL>","Erfüllung der <FONT 13>M</FONT>2★-Hauptquests:
<COL YEL>{0} Quest(s)</COL> verbleibend","Misiones clave <FONT 13>M</FONT>2★
Misiones restantes: <COL YEL>{0}</COL>","<FONT 13>M</FONT> Выполн. ключ. заданий 2★:
осталось <COL YEL>{0}</COL> ","Ukończone <FONT 13>M</FONT>2★ zadania kluczowe:
pozost. <COL YEL>{0} zad.</COL>",,,"Conclusão de Missão-chave <FONT 13>M</FONT>2★:
<COL YEL>{0} missão(ões)</COL> restando","<FONT 13>Ｍ</FONT>★2 엄선 퀘스트를 클리어
⇒앞으로 <COL YEL>{0}퀘스트</COL> 남음","完成<FONT 13>Ｍ</FONT>★2精選任務
⇒還剩<COL YEL>{0}項任務</COL>","完成<FONT 13>大师</FONT>★2精选任务
⇒剩余<COL YEL>{0}项任务</COL>",,,,,,,,"اكتمال المهمة الرئيسية <FONT 13>M</FONT>‏2★:
تبقى <COL YEL>{0} من المهام</COL> ",,,,,,,,,,,
4804091a-9cd6-4911-96b9-f01978abc0f0,1227242545,MR,"""""",,,EV_PRO_MR_002_03_99,←がON,EV_PRO_MR_002_99_01,←がOFF,"""""","""""","""""","""""","""""","""""",ガレアス_モデル,赤フキダシ,,,prg_disp_mr2_03_03,<COL YEL>提督ガレアス</COL>と話す,Talk to <COL YEL>Admiral Galleus</COL>,Parler à <COL YEL>Amiral Galleus</COL>,Parla con <COL YEL>Ammiraglio Galleus</COL>,Sprich mit <COL YEL>Galleus</COL>.,Habla con <COL YEL>Almirante Galleus</COL>,"Поговорить с <COL YEL>Адмиралом 
Галлеусом</COL>","Porozmawiaj z <COL YEL>Admirałem
Galleusem</COL>",,,Fale com <COL YEL>Almirante Galleus</COL>,<COL YEL>제독 갈레아스</COL>와 대화,與<COL YEL>加雷亞斯提督</COL>交談,与<COL YEL>提督加雷亚斯</COL>对话,,,,,,,,تحدث إلى <COL YEL>الأدميرال جاليوس</COL>,,,,,,,,,,,
c2894325-6bbb-4022-b43a-c3a069d13f42,2312839574,MR,"""""",,,EV_PRO_MR_002_99_01,←がON,EV_PRO_MR_002_99_02,←がOFF,"""""","""""","""""","""""","""""","""""",チッチェ_モデル,赤フキダシ,,,prg_disp_mr2_99_01,<COL YEL>受付嬢のチッチェ姫</COL>と話す,Talk to <COL YEL>Chichae the Quest Damsel</COL>,Parler à <COL YEL>Princesse Chichae</COL>,"Parla con <COL YEL>Chichae,
la missionatrice</COL>",Sprich mit <COL YEL>Chichae</COL>.,"Habla con <COL YEL>Chichae, la gestora
de misiones</COL>","Поговорить с <COL YEL>раздатчицей
заданий Чиче</COL>","Porozmawiaj z <COL YEL>Panną
z zadaniami Chichae</COL>",,,"Fale com <COL YEL>Chichae, a Recrutadora</COL>",<COL YEL>접수원 치체 공주</COL>와 대화,與<COL YEL>接待員琪婕</COL>交談,与<COL YEL>接待员琪切公主</COL>对话,,,,,,,,تحدث إلى <COL YEL>شيشاي فتاة المهام</COL>,,,,,,,,,,,
a4003d87-c536-48ef-8ad6-7ec324318cc7,644143796,MR,"""""",,,EV_PRO_MR_002_99_02,←がON,EV_PRO_MR_003_01_01,←がOFF,"""""","""""","""""","""""","""""","""""",モンスターアイコン,受注アイコン,QN405300,,prg_disp_mr2_99_02,"<COL YEL><FONT 13>Ｍ</FONT>★２⇒３緊急クエストをクリア</COL>
{0}","<COL YEL><FONT 13>M</FONT>2→3★ Urgent Quest:</COL>
{0}","<COL YEL>Quête Urgente <FONT 13>M</FONT>2→3★</COL>
{0}","<COL YEL>Missione urgente <FONT 13>M</FONT>2→3★:</COL>
{0}","<COL YEL><FONT 13>M</FONT>2→3★ Dringende Quest:</COL>
{0}","<COL YEL>Misión urgente <FONT 13>M</FONT>2→3★:</COL>
{0}","<COL YEL><FONT 13>M</FONT> Сроч. задание 2⇒3★:</COL>
{0}","<COL YEL>Pilne <FONT 13>M</FONT>2⇒3★ zadanie:</COL>
{0}",,,"<COL YEL><FONT 13>M</FONT> Missão Urgente 2★→3★:</COL>
{0}","<COL YEL><FONT 13>Ｍ</FONT>★2⇒3 긴급 퀘스트를 클리어</COL>
{0}","<COL YEL>完成<FONT 13>Ｍ</FONT>★2⇒3的緊急任務</COL>
{0}","<COL YEL>完成<FONT 13>大师</FONT>★2⇒3紧急任务</COL>
{0}",,,,,,,,"<COL YEL>مهمة عاجلة <FONT 13>M</FONT>‏2⇐3★</COL>
{0}",,,,,,,,,,,
dbed288f-6411-4ace-9df0-1c629aaa2eae,862286981,MR,"""""",,,EV_PRO_MR_003_01_01,←がON,EV_PRO_MR_003_01_98,←がOFF,"""""","""""","""""","""""","""""","""""",チッチェ_モデル,赤フキダシ,,,prg_disp_mr3_01_01,<COL YEL>受付嬢のチッチェ姫</COL>と話す,Talk to <COL YEL>Chichae the Quest Damsel</COL>,Parler à <COL YEL>Princesse Chichae</COL>,"Parla con <COL YEL>Chichae,
la missionatrice</COL>",Sprich mit <COL YEL>Chichae</COL>.,"Habla con <COL YEL>Chichae, la gestora
de misiones</COL>","Поговорить с <COL YEL>раздатчицей
заданий Чиче</COL>","Porozmawiaj z <COL YEL>Panną
z zadaniami Chichae</COL>",,,"Fale com <COL YEL>Chichae, a Recrutadora</COL>",<COL YEL>접수원 치체 공주</COL>와 대화,與<COL YEL>接待員琪婕</COL>交談,与<COL YEL>接待员琪切公主</COL>对话,,,,,,,,تحدث إلى <COL YEL>شيشاي فتاة المهام</COL>,,,,,,,,,,,
20f1017e-3f61-444f-9466-f73509748185,796343322,MR,"""""",,,EV_PRO_MR_003_01_02,←がON,EV_PRO_MR_003_02_01,←がOFF,"""""","""""","""""","""""","""""","""""",セレクトクエスト受注アイコン,アイコンなし,,,prg_disp_mr3_01_02,"<FONT 13>Ｍ</FONT>★３のセレクトクエストをクリア
⇒あと<COL YEL>{0}クエスト</COL>","<FONT 13>M</FONT>3★ Key Quest Completion:
<COL YEL>{0} quest(s)</COL> remaining","Quêtes clés <FONT 13>M</FONT>3★ à terminer :
<COL YEL>{0} quête(s)</COL> restante(s)","Missioni chiave <FONT 13>M</FONT>3★ rimanenti:
<COL YEL>{0}</COL>","Erfüllung der <FONT 13>M</FONT>3★-Hauptquests:
<COL YEL>{0} Quest(s)</COL> verbleibend","Misiones clave <FONT 13>M</FONT>3★
Misiones restantes: <COL YEL>{0}</COL>","<FONT 13>M</FONT> Выполн. ключ. заданий 3★:
осталось <COL YEL>{0}</COL> ","Ukończone <FONT 13>M</FONT>3★ zadania kluczowe:
pozost. <COL YEL>{0} zad.</COL>",,,"Conclusão de Missão-chave <FONT 13>M</FONT>3★:
<COL YEL>{0} missão(ões)</COL> restando","<FONT 13>Ｍ</FONT>★3 엄선 퀘스트를 클리어
⇒앞으로 <COL YEL>{0}퀘스트</COL> 남음","完成<FONT 13>Ｍ</FONT>★3精選任務
⇒還剩<COL YEL>{0}項任務</COL>","完成<FONT 13>大师</FONT>★3精选任务
⇒剩余<COL YEL>{0}项任务</COL>",,,,,,,,"اكتمال المهمة الرئيسية <FONT 13>M</FONT>‏3★:
تبقى <COL YEL>{0} من المهام</COL> ",,,,,,,,,,,
21665db1-253f-4cc4-87ff-3eeea398cf54,3052370119,MR,"""""",,,EV_PRO_MR_003_01_99,←がON,EV_PRO_MR_003_02_01,←がOFF,"""""","""""","""""","""""","""""","""""",ガレアス_モデル,赤フキダシ,,,prg_disp_mr3_01_03,<COL YEL>提督ガレアス</COL>と話す,Talk to <COL YEL>Admiral Galleus</COL>,Parler à <COL YEL>Amiral Galleus</COL>,Parla con <COL YEL>Ammiraglio Galleus</COL>,Sprich mit <COL YEL>Galleus</COL>.,Habla con <COL YEL>Almirante Galleus</COL>,"Поговорить с <COL YEL>Адмиралом 
Галлеусом</COL>","Porozmawiaj z <COL YEL>Admirałem
Galleusem</COL>",,,Fale com <COL YEL>Almirante Galleus</COL>,<COL YEL>제독 갈레아스</COL>와 대화,與<COL YEL>加雷亞斯提督</COL>交談,与<COL YEL>提督加雷亚斯</COL>对话,,,,,,,,تحدث إلى <COL YEL>الأدميرال جاليوس</COL>,,,,,,,,,,,
050c83cf-d60c-45bf-8f02-5fae31eded5e,3121524306,MR,"""""",,,EV_PRO_MR_003_02_01,←がON,EV_PRO_MR_003_02_02,←がOFF,"""""","""""","""""","""""","""""","""""",チッチェ_モデル,赤フキダシ,,,prg_disp_mr3_02_01,<COL YEL>受付嬢のチッチェ姫</COL>と話す,Talk to <COL YEL>Chichae the Quest Damsel</COL>,Parler à <COL YEL>Princesse Chichae</COL>,"Parla con <COL YEL>Chichae,
la missionatrice</COL>",Sprich mit <COL YEL>Chichae</COL>.,"Habla con <COL YEL>Chichae, la gestora
de misiones</COL>","Поговорить с <COL YEL>раздатчицей
заданий Чиче</COL>","Porozmawiaj z <COL YEL>Panną
z zadaniami Chichae</COL>",,,"Fale com <COL YEL>Chichae, a Recrutadora</COL>",<COL YEL>접수원 치체 공주</COL>와 대화,與<COL YEL>接待員琪婕</COL>交談,与<COL YEL>接待员琪切公主</COL>对话,,,,,,,,تحدث إلى <COL YEL>شيشاي فتاة المهام</COL>,,,,,,,,,,,
e7790cad-d519-4eb3-a9a5-0c516f165555,3634893131,MR,"""""",,,EV_PRO_MR_003_02_02,←がON,EV_PRO_MR_003_03_01,←がOFF,"""""","""""","""""","""""","""""","""""",モンスターアイコン,受注アイコン,QN315390,,prg_disp_mr3_02_02,"<COL YEL><FONT 13>Ｍ</FONT>★３緊急クエストをクリア</COL>
{0}","<COL YEL><FONT 13>M</FONT>3★ Urgent Quest:</COL>
{0}","<COL YEL>Quête Urgente <FONT 13>M</FONT>3★</COL>
{0}","<COL YEL>Missione urgente <FONT 13>M</FONT>3★:</COL>
{0}","<COL YEL><FONT 13>M</FONT>3★ Dringende Quest:</COL>
{0}","<COL YEL>Misión urgente <FONT 13>M</FONT>3★:</COL>
{0}","<COL YEL><FONT 13>M</FONT> Срочное задание 3★:</COL>
{0}","<COL YEL>Pilne <FONT 13>M</FONT>3★ zadanie:</COL>
{0}",,,"<COL YEL><FONT 13>M</FONT> Missão Urgente 3★:</COL>
{0}","<COL YEL><FONT 13>Ｍ</FONT>★3 긴급 퀘스트를 클리어</COL>
{0}","<COL YEL>完成<FONT 13>Ｍ</FONT>★3的緊急任務</COL>
{0}","<COL YEL>完成<FONT 13>大师</FONT>★3紧急任务</COL>
{0}",,,,,,,,"<COL YEL>مهمة عاجلة <FONT 13>M</FONT>‏3★</COL>
{0}",,,,,,,,,,,
e9a8eb98-7728-40c7-8c4a-cc9265440010,3758882507,MR,"""""",,,EV_PRO_MR_003_03_01,←がON,EV_PRO_MR_003_03_98,←がOFF,"""""","""""","""""","""""","""""","""""",チッチェ_モデル,赤フキダシ,,,prg_disp_mr3_03_01,<COL YEL>受付嬢のチッチェ姫</COL>と話す,Talk to <COL YEL>Chichae the Quest Damsel</COL>,Parler à <COL YEL>Princesse Chichae</COL>,"Parla con <COL YEL>Chichae,
la missionatrice</COL>",Sprich mit <COL YEL>Chichae</COL>.,"Habla con <COL YEL>Chichae, la gestora
de misiones</COL>","Поговорить с <COL YEL>раздатчицей
заданий Чиче</COL>","Porozmawiaj z <COL YEL>Panną
z zadaniami Chichae</COL>",,,"Fale com <COL YEL>Chichae, a Recrutadora</COL>",<COL YEL>접수원 치체 공주</COL>와 대화,與<COL YEL>接待員琪婕</COL>交談,与<COL YEL>接待员琪切公主</COL>对话,,,,,,,,تحدث إلى <COL YEL>شيشاي فتاة المهام</COL>,,,,,,,,,,,
086fbb9d-5601-4ad5-a1d3-d83ee7da41de,1773984269,MR,"""""",,,EV_PRO_MR_003_03_02,←がON,EV_PRO_MR_003_99_01,←がOFF,"""""","""""","""""","""""","""""","""""",セレクトクエスト受注アイコン,アイコンなし,,,prg_disp_mr3_03_02,"<FONT 13>Ｍ</FONT>★３のセレクトクエストをクリア
⇒あと<COL YEL>{0}クエスト</COL>","<FONT 13>M</FONT>3★ Key Quest Completion:
<COL YEL>{0} quest(s)</COL> remaining","Quêtes clés <FONT 13>M</FONT>3★ à terminer :
<COL YEL>{0} quête(s)</COL> restante(s)","Missioni chiave <FONT 13>M</FONT>3★ rimanenti:
<COL YEL>{0}</COL>","Erfüllung der <FONT 13>M</FONT>3★-Hauptquests:
<COL YEL>{0} Quest(s)</COL> verbleibend","Misiones clave <FONT 13>M</FONT>3★
Misiones restantes: <COL YEL>{0}</COL>","<FONT 13>M</FONT> Выполн. ключ. заданий 3★:
осталось <COL YEL>{0}</COL> ","Ukończone <FONT 13>M</FONT>3★ zadania kluczowe:
pozost. <COL YEL>{0} zad.</COL>",,,"Conclusão de Missão-chave <FONT 13>M</FONT>3★:
<COL YEL>{0} missão(ões)</COL> restando","<FONT 13>Ｍ</FONT>★3 엄선 퀘스트를 클리어
⇒앞으로 <COL YEL>{0}퀘스트</COL> 남음","完成<FONT 13>Ｍ</FONT>★3精選任務
⇒還剩<COL YEL>{0}項任務</COL>","完成<FONT 13>大师</FONT>★3精选任务
⇒剩余<COL YEL>{0}项任务</COL>",,,,,,,,"اكتمال المهمة الرئيسية <FONT 13>M</FONT>‏3★:
تبقى <COL YEL>{0} من المهام</COL> ",,,,,,,,,,,
435d3584-2c59-4003-9d9b-b999fcc1c7b6,3805962959,MR,"""""",,,EV_PRO_MR_003_03_99,←がON,EV_PRO_MR_003_99_01,←がOFF,"""""","""""","""""","""""","""""","""""",ガレアス_モデル,赤フキダシ,,,prg_disp_mr3_03_03,<COL YEL>提督ガレアス</COL>と話す,Talk to <COL YEL>Admiral Galleus</COL>,Parler à <COL YEL>Amiral Galleus</COL>,Parla con <COL YEL>Ammiraglio Galleus</COL>,Sprich mit <COL YEL>Galleus</COL>.,Habla con <COL YEL>Almirante Galleus</COL>,"Поговорить с <COL YEL>Адмиралом 
Галлеусом</COL>","Porozmawiaj z <COL YEL>Admirałem
Galleusem</COL>",,,Fale com <COL YEL>Almirante Galleus</COL>,<COL YEL>제독 갈레아스</COL>와 대화,與<COL YEL>加雷亞斯提督</COL>交談,与<COL YEL>提督加雷亚斯</COL>对话,,,,,,,,تحدث إلى <COL YEL>الأدميرال جاليوس</COL>,,,,,,,,,,,
91cec988-1c6e-4bc0-89ad-f93086260046,2246557376,MR,"""""",,,EV_PRO_MR_003_99_01,←がON,EV_PRO_MR_003_99_02,←がOFF,"""""","""""","""""","""""","""""","""""",チッチェ_モデル,赤フキダシ,,,prg_disp_mr3_99_01,<COL YEL>受付嬢のチッチェ姫</COL>と話す,Talk to <COL YEL>Chichae the Quest Damsel</COL>,Parler à <COL YEL>Princesse Chichae</COL>,"Parla con <COL YEL>Chichae,
la missionatrice</COL>",Sprich mit <COL YEL>Chichae</COL>.,"Habla con <COL YEL>Chichae, la gestora
de misiones</COL>","Поговорить с <COL YEL>раздатчицей
заданий Чиче</COL>","Porozmawiaj z <COL YEL>Panną
z zadaniami Chichae</COL>",,,"Fale com <COL YEL>Chichae, a Recrutadora</COL>",<COL YEL>접수원 치체 공주</COL>와 대화,與<COL YEL>接待員琪婕</COL>交談,与<COL YEL>接待员琪切公主</COL>对话,,,,,,,,تحدث إلى <COL YEL>شيشاي فتاة المهام</COL>,,,,,,,,,,,
70149a5b-13ae-4599-a329-37a7ecc79020,4131888376,MR,"""""",,,EV_PRO_MR_003_99_02,←がON,EV_PRO_MR_004_01_01,←がOFF,"""""","""""","""""","""""","""""","""""",モンスターアイコン,受注アイコン,QN405400,,prg_disp_mr3_99_02,"<COL YEL><FONT 13>Ｍ</FONT>★３⇒４緊急クエストをクリア</COL>
{0}","<COL YEL><FONT 13>M</FONT>3→4★ Urgent Quest:</COL>
{0}","<COL YEL>Quête Urgente <FONT 13>M</FONT>3→4★</COL>
{0}","<COL YEL>Missione urgente <FONT 13>M</FONT>3→4★:</COL>
{0}","<COL YEL><FONT 13>M</FONT>3→4★ Dringende Quest:</COL>
{0}","<COL YEL>Misión urgente <FONT 13>M</FONT>3→4★:</COL>
{0}","<COL YEL><FONT 13>M</FONT> Сроч. задание 3⇒4★:</COL>
{0}","<COL YEL>Pilne <FONT 13>M</FONT>3⇒4★ zadanie:</COL>
{0}",,,"<COL YEL>Missão Urgente <FONT 13>M</FONT>3→4★:</COL>
{0}","<COL YEL><FONT 13>Ｍ</FONT>★3⇒4 긴급 퀘스트를 클리어</COL>
{0}","<COL YEL>完成<FONT 13>Ｍ</FONT>★3⇒4的緊急任務</COL>
{0}","<COL YEL>完成<FONT 13>大师</FONT>★3⇒4紧急任务</COL>
{0}",,,,,,,,"<COL YEL>مهمة عاجلة <FONT 13>M</FONT>‏3⇐4★</COL>
{0}",,,,,,,,,,,
e0ca4661-e997-458e-bc7c-c6e47786b4c3,2019129687,MR,"""""",,,EV_PRO_MR_004_01_01,←がON,EV_PRO_MR_004_01_98,←がOFF,"""""","""""","""""","""""","""""","""""",チッチェ_モデル,赤フキダシ,,,prg_disp_mr4_01_01,<COL YEL>受付嬢のチッチェ姫</COL>と話す,Talk to <COL YEL>Chichae the Quest Damsel</COL>,Parler à <COL YEL>Princesse Chichae</COL>,"Parla con <COL YEL>Chichae,
la missionatrice</COL>",Sprich mit <COL YEL>Chichae</COL>.,"Habla con <COL YEL>Chichae, la gestora
de misiones</COL>","Поговорить с <COL YEL>раздатчицей
заданий Чиче</COL>","Porozmawiaj z <COL YEL>Panną
z zadaniami Chichae</COL>",,,"Fale com <COL YEL>Chichae, a Recrutadora</COL>",<COL YEL>접수원 치체 공주</COL>와 대화,與<COL YEL>接待員琪婕</COL>交談,与<COL YEL>接待员琪切公主</COL>对话,,,,,,,,تحدث إلى <COL YEL>شيشاي فتاة المهام</COL>,,,,,,,,,,,
5c44efbd-ea18-45c7-aa10-5f7d1d33a9ae,1305846856,MR,"""""",,,EV_PRO_MR_004_01_02,←がON,EV_PRO_MR_004_02_01,←がOFF,"""""","""""","""""","""""","""""","""""",セレクトクエスト受注アイコン,アイコンなし,,,prg_disp_mr4_01_02,"<FONT 13>Ｍ</FONT>★４のセレクトクエストをクリア
⇒あと<COL YEL>{0}クエスト</COL>","<FONT 13>M</FONT>4★ Key Quest Completion:
<COL YEL>{0} quest(s)</COL> remaining","Quêtes clés <FONT 13>M</FONT>4★ à terminer :
<COL YEL>{0} quête(s)</COL> restante(s)","Missioni chiave <FONT 13>M</FONT>4★ rimanenti:
<COL YEL>{0}</COL>","Erfüllung der <FONT 13>M</FONT>4★-Hauptquests:
<COL YEL>{0} Quest(s)</COL> verbleibend","Misiones clave <FONT 13>M</FONT>4★
Misiones restantes: <COL YEL>{0}</COL>","<FONT 13>M</FONT> Выполн. ключ. заданий 4★:
осталось <COL YEL>{0}</COL> ","Ukończone <FONT 13>M</FONT>4★ zadania kluczowe:
pozost. <COL YEL>{0} zad.</COL>",,,"Conclusão de Missão-chave <FONT 13>M</FONT>4★:
<COL YEL>{0} missão(ões)</COL> restando","<FONT 13>Ｍ</FONT>★4 엄선 퀘스트를 클리어
⇒앞으로 <COL YEL>{0}퀘스트</COL> 남음","完成<FONT 13>Ｍ</FONT>★4精選任務
⇒還剩<COL YEL>{0}項任務</COL>","完成<FONT 13>大师</FONT>★4精选任务
⇒剩余<COL YEL>{0}项任务</COL>",,,,,,,,"اكتمال المهمة الرئيسية <FONT 13>M</FONT>‏4★:
تبقى <COL YEL>{0} من المهام</COL> ",,,,,,,,,,,
403e8092-4920-4b06-a4fe-85a2ae28391f,2053585923,MR,"""""",,,EV_PRO_MR_004_01_99,←がON,EV_PRO_MR_004_02_01,←がOFF,"""""","""""","""""","""""","""""","""""",ガレアス_モデル,赤フキダシ,,,prg_disp_mr4_01_03,<COL YEL>提督ガレアス</COL>と話す,Talk to <COL YEL>Admiral Galleus</COL>,Parler à <COL YEL>Amiral Galleus</COL>,Parla con <COL YEL>Ammiraglio Galleus</COL>,Sprich mit <COL YEL>Galleus</COL>.,Habla con <COL YEL>Almirante Galleus</COL>,"Поговорить с <COL YEL>Адмиралом 
Галлеусом</COL>","Porozmawiaj z <COL YEL>Admirałem
Galleusem</COL>",,,Fale com <COL YEL>Almirante Galleus</COL>,<COL YEL>제독 갈레아스</COL>와 대화,與<COL YEL>加雷亞斯提督</COL>交談,与<COL YEL>提督加雷亚斯</COL>对话,,,,,,,,تحدث إلى <COL YEL>الأدميرال جاليوس</COL>,,,,,,,,,,,
f1b80c80-041a-45a4-992a-a5a4c280f84c,1528656227,MR,"""""",,,EV_PRO_MR_004_02_01,←がON,EV_PRO_MR_004_03_01,←がOFF,"""""","""""","""""","""""","""""","""""",雑貨屋カゲロウ_モデル,赤フキダシ,,,prg_disp_mr4_02_01,<COL YEL>雑貨屋のカゲロウ</COL>と話す,Talk to <COL YEL>Kagero the Merchant</COL>,Parler à <COL YEL>Kagero le marchand</COL>,Parla con <COL YEL>Kagero il mercante</COL>,Sprich mit <COL YEL>Kagero</COL>.,Habla con <COL YEL>Kagero el mercader</COL>,Поговорить с <COL YEL>Торговцем Кагэро</COL>,"Porozmawiaj z
<COL YEL>kupcem Kagero</COL>",,,"Fale com <COL YEL>Kagero, o mercador</COL>",<COL YEL>잡화점의 카게로</COL>와 대화,與<COL YEL>雜貨商陽炎</COL>交談,与<COL YEL>杂货商阳炎</COL>对话,,,,,,,,تحدث إلى <COL YEL>التاجر كاجيرو</COL>,,,,,,,,,,,
24920f8f-5858-4124-94fe-1259add9cfc0,1912193913,MR,"""""",,,EV_PRO_MR_004_03_01,←がON,EV_PRO_MR_004_90_01,←がOFF,"""""","""""","""""","""""","""""","""""",ウツシ教官_モデル,赤フキダシ,,,prg_disp_mr4_90_01,<COL YEL>ウツシ教官</COL>と話す,Talk to <COL YEL>Master Utsushi</COL>,Parler à <COL YEL>Utsushi le maître</COL>,Parla con il <COL YEL>maestro Utsushi</COL>,Sprich mit <COL YEL>Meister Utsushi</COL>.,Habla con el <COL YEL>maestro Utsushi</COL>,Поговорить с <COL YEL>Мастером Уцуси</COL>,"Porozmawiaj z
<COL YEL>Mistrzem Utsushim</COL>",,,Fale com <COL YEL>Mestre Utsushi</COL>,<COL YEL>우츠시 교관</COL>과 대화,與<COL YEL>倪泰教官</COL>交談,与<COL YEL>倪泰教官</COL>对话,,,,,,,,تحدث إلى <COL YEL>السيد أوتسوشي</COL>,,,,,,,,,,,
6e0dd6fe-e115-4cdf-bdb0-98e832aa75a2,905686016,MR,"""""",,,EV_PRO_MR_004_90_01,←がON,EV_PRO_MR_004_03_02,←がOFF,"""""","""""","""""","""""","""""","""""",チッチェ_モデル,赤フキダシ,,,prg_disp_mr4_03_01,<COL YEL>受付嬢のチッチェ姫</COL>と話す,Talk to <COL YEL>Chichae the Quest Damsel</COL>,Parler à <COL YEL>Princesse Chichae</COL>,"Parla con <COL YEL>Chichae,
la missionatrice</COL>",Sprich mit <COL YEL>Chichae</COL>.,"Habla con <COL YEL>Chichae, la gestora
de misiones</COL>","Поговорить с <COL YEL>раздатчицей
заданий Чиче</COL>","Porozmawiaj z <COL YEL>Panną
z zadaniami Chichae</COL>",,,"Fale com <COL YEL>Chichae, a Recrutadora</COL>",<COL YEL>접수원 치체 공주</COL>와 대화,與<COL YEL>接待員琪婕</COL>交談,与<COL YEL>接待员琪切公主</COL>对话,,,,,,,,تحدث إلى <COL YEL>شيشاي فتاة المهام</COL>,,,,,,,,,,,
b7820343-c8be-4d85-ba00-95d57abff2a0,744894558,MR,"""""",,,EV_PRO_MR_004_03_02,←がON,EV_PRO_MR_004_04_01,←がOFF,"""""","""""","""""","""""","""""","""""",モンスターアイコン,受注アイコン,QN315490,,prg_disp_mr4_03_02,"<COL YEL><FONT 13>Ｍ</FONT>★４緊急クエストをクリア</COL>
{0}","<COL YEL><FONT 13>M</FONT>4★ Urgent Quest:</COL>
{0}","<COL YEL>Quête Urgente <FONT 13>M</FONT>4★</COL>
{0}","<COL YEL>Missione urgente <FONT 13>M</FONT>4★:</COL>
{0}","<COL YEL><FONT 13>M</FONT>4★ Dringende Quest:</COL>
{0}","<COL YEL>Misión urgente <FONT 13>M</FONT>4★:</COL>
{0}","<COL YEL><FONT 13>M</FONT> Срочное задание 4★:</COL>
{0}","<COL YEL>Pilne <FONT 13>M</FONT>4★ zadanie:</COL>
{0}",,,"<COL YEL><FONT 13>M</FONT> Missão Urgente 4★:</COL>
{0}","<COL YEL><FONT 13>Ｍ</FONT>★4 긴급 퀘스트를 클리어</COL>
{0}","<COL YEL>完成<FONT 13>Ｍ</FONT>★4的緊急任務</COL>
{0}","<COL YEL>完成<FONT 13>大师</FONT>★4紧急任务</COL>
{0}",,,,,,,,"<COL YEL>مهمة عاجلة <FONT 13>M</FONT>‏4★</COL>
{0}",,,,,,,,,,,
